3141.HK,HSI,IGEA.L
0.0,0.0082571974824765,0.0001533758364873
0.0,0.0026776535486621,-0.0051630433086908
0.0,0.0054561015941227,0.0032372687982973
0.0006666819254557,0.0034154545872882,-0.0013317443060311
0.001332411977641,0.002807725905455,-0.0050261347267054
0.0079840244638087,-0.0120519861808475,0.0050515243687581
0.0,-0.0112581104644124,0.0023592508151963
0.0,-0.0066240915220344,-0.0075214961233119
-0.0033002797570629,-0.0010126901718748,0.002319930635718
-0.0033112708259412,0.0037464608997594,0.0029318348399707
0.0033222717675209,0.0194572328467004,-0.0020514341453642
0.0,-0.0020604436027338,0.0049334844130435
0.0,0.0112427160957797,0.0008693335018783
0.0,-0.0044667078266169,0.0010729177077888
0.0,-0.0007011282412128,-0.0065329394536086
0.0,-0.0258468499233078,0.0007192365478463
0.0,0.012275689991436,-0.0027208727222365
0.0,-0.0095408290742582,-0.0023164674197824
0.0,0.0172413663744086,0.001135138658864
0.0,0.0071364584510538,-0.0072669364066388
0.0,0.0018760142926983,0.0024400437785141
0.0033112076687034,-0.0233635876396873,0.0028484285161793
0.0,0.0016473530207916,-0.002685417651828
0.0,-0.0090110434973349,0.0007249347203197
0.0,-0.0027169860640313,-0.0052260919773554
-0.0066006224629272,-0.0095207412217658,-0.0059297757588995
0.0,-0.0155181493468463,0.0066454098079895
0.0,-0.0037343753446108,-0.0022871526678371
0.0,0.0109082104298272,-0.0135459313871235
0.0,0.0124569592779937,0.0009507126758843
0.0,0.0126289793223308,0.0020050106345352
0.0033222717675209,-0.0031988651325285,-0.0015797146003715
0.0,0.0006707207900593,0.002689844358747
0.0,0.0181521125045189,0.0012624559065463
0.0,-0.0114448332827795,0.0031520400603521
0.0,0.0044227485033736,0.002775589357252
0.0033112076687034,0.0049252923683866,-0.0080425805331858
0.0,8.233633634890936e-07,0.00042119527233
0.0033003427058642,-0.0099450685350632,0.0023155585281187
-0.0032894862738344,0.0083392032786313,-0.0021002265104105
0.0033003427058642,0.0065144140462465,0.003051677567637
-0.0032894862738344,0.0035417682915086,0.0109106265092007
0.0,0.0044528405046324,0.001971797843532
0.0033003427058642,0.0078875439091079,0.0022785456691354
0.0032894862738344,-0.0042687156760005,0.0004133607204193
0.0,0.0098832374250656,0.0025823779186513
0.0032787010317942,-0.0101593995219313,0.0014424005065931
-0.0065359725636006,-0.0151442322106422,-0.0002057267869777
0.0,0.0089588646866445,-0.0031385089958632
0.0,0.0167599364396655,0.0104774130544353
0.0,0.0069828650888104,0.0019409790845943
0.0,0.0133679930695393,0.0023449808650619
0.0032894862738344,0.0023923580355296,-0.0029498618932881
0.0,-0.0041196910521819,0.002550499985328
0.0032787010317942,0.0021981955113823,-0.0022386648908481
0.0,-0.0106975691492199,-0.0052014494681988
0.0065359102319466,-0.003610317575334,-0.0026655949742674
0.0,-0.0009103725729441,0.0064762015904402
-0.0032467037856536,0.0028605189121699,0.0060259045636104
0.0,0.0050898632497953,-0.0025380710659898
0.0032572792063838,0.0034737156910826,0.0009159932609732
-0.0032467037856536,-0.0034765962054524,-0.0034573556086214
-0.0032573413350023,-0.0064179309532688,-0.0031632403938137
0.0,0.0002895318043718,-0.0063466345694269
0.0,-0.0086871825179459,-0.0085505494350891
0.0,0.0044059540744894,0.0049875661636344
0.0,0.0106619878966496,0.0025847807779646
0.0032679862818003,0.0017822410516037,-0.0020625407354745
-0.0032573413350023,0.0023598767865644,-0.0041334495232002
0.0,0.0019043552808584,-0.003839397489227
0.0,0.0001884533025535,0.0029664706860508
0.0,-0.0034903688702977,-0.0001037996696462
0.0065359102319466,0.0011397537065078,0.0061235493163358
0.0,0.0049955547161666,0.0040231006790427
-0.0032467037856536,-0.0031632516605091,-0.0032877806308857
0.0,0.0025842824640796,-0.0008246761085762
0.0,-0.0074198133800708,0.0017538240834631
0.0,-0.009610191413969,-0.0067970756239583
0.0,-0.0111317211222011,0.0009850810690392
0.0,-0.0012003065189528,-0.0062671915262075
-0.0032573413350023,-0.001694637425509,-0.0017721064151413
0.0,-0.0093715473449036,-0.0111737643165672
0.0,-0.0074908947537991,-0.0015841326646044
0.0,0.0033725581069403,0.0077215540561641
0.0,0.0010610152721199,-0.008082257480823
-0.0032679862818002,0.0053032248289892,0.0038095302682705
0.0,-0.0020067410580671,0.0
0.0032787010317942,0.0091454483216961,0.001159610053171
0.0032679862818003,0.0144614174474215,0.0037906771161868
0.0,-0.0038273247471757,0.0054547008609939
0.0,0.0048930607494814,0.010745944660343
-0.009772024005007,-0.0038747522264436,0.0005161339097379
0.0098684588215032,0.0052718430398168,0.0010316565955459
-0.0032573413350023,-0.0012699811616939,-0.0024734398308653
0.0,-0.0004441696455372,-0.0003099367601313
0.0,0.0150664428798938,-0.0029971156379166
0.0,0.0018415314815445,0.0002072835369895
0.0,0.0073033281314611,0.008809187407395
0.0,0.0076901705355274,0.0053421439492957
0.0065359102319466,0.0380294515284911,0.0018406821095264
0.0,0.0269670710159073,0.0009186111745358
-0.0064934694982125,0.0121732201913546,-0.0015296135041686
0.0032679862818003,0.0272784747395058,-0.0091921304485376
0.0,-0.0162351546244706,0.0048448738310828
0.0,0.0020800790391768,-0.0010259140343834
0.0032572792063838,0.0043771103773497,0.0058533550102786
0.0,-0.0031215825237003,0.0042879613213442
0.0,-0.0201854065823977,-0.0010166321106369
0.0,0.0278856802947737,-0.0013228580223741
0.0,0.0029931026096305,0.0039739086210914
-0.0032467037856536,-0.0038000630815085,-0.0029432753386806
0.0,0.0083830592017761,0.0039698635803031
