time	IGEA.L
2012-09-06	0.0027447239223814535
2012-09-07	0.001045173550600964
2012-09-10	0.00019883308269941224
2012-09-11	0.0015906518335273567
2012-09-12	-0.0014888488920983267
2012-09-13	-0.001391644053398755
2012-09-14	0.012840940944491175
2012-09-17	-0.004324348318488935
2012-09-18	-0.0009870543532809473
2012-09-19	0.0007904538264833505
2012-09-20	-0.0017770787200002136
2012-09-21	0.001730818422523983
2012-09-24	-0.004196110345966342
2012-09-25	0.004759029591853814
2012-09-26	-0.004045747459352822
2012-09-27	0.002080640878209694
2012-09-28	0.0038560351196557097
2012-10-01	0.0031517748317895222
2012-10-02	0.001325499639204919
2012-10-03	-0.000931521499579091
2012-10-04	0.003238804917376603
2012-10-05	0.002347856201364573
2012-10-08	-0.004587167918239321
2012-10-09	0.0010295456332281017
2012-10-10	-0.00416281940032559
2012-10-11	0.003983464016827032
2012-10-12	0.0012736212265420654
2012-10-15	0.00014675788248830202
2012-10-16	0.003032650703304496
2012-10-17	0.002926002685356366
2012-10-18	-0.0010697326499350401
2012-10-19	-0.0012656238441155487
2012-10-22	0.0008773171897649146
2012-10-23	-0.002532159480499785
2012-10-24	0.003026803295552938
2012-10-25	0.0043803848295291825
2012-10-26	0.0
2012-10-29	-0.0008723005138491224
2012-10-30	0.002716135596451563
2012-10-31	0.002321736068421121
2012-11-01	9.653639775653033e-05
2012-11-02	-0.0005790888476912004
2012-11-05	-0.0009656090814845752
2012-11-06	0.001739805787440707
2012-11-07	0.0027016478285009082
2012-11-08	-0.002983040454733077
2012-11-09	0.001930286140952031
2012-11-12	0.00019270082777578246
2012-11-13	0.0019261961351748624
2012-11-14	0.002210932996563386
2012-11-15	-0.003165181510580539
2012-11-16	-0.002597870126754498
2012-11-19	0.004533991652562408
2012-11-20	0.0002881629643989303
2012-11-21	0.0
2012-11-22	9.595340326939983e-05
2012-11-23	0.0010559720868301703
2012-11-26	0.0004795075982273467
2012-11-27	-0.0007668151984147054
2012-11-28	0.0013429198047811841
2012-11-29	0.0018201211085080438
2012-11-30	0.0014343232286535557
2012-12-03	-0.0011458296833338766
2012-12-04	-0.002103061078477353
2012-12-05	0.00038318723786967546
2012-12-06	0.0016278671689029522
2012-12-07	-0.0010516310894476133
2012-12-10	0.0020097529789067092
2012-12-11	0.004871080717247622
2012-12-12	0.0009980359076828815
2012-12-13	-0.00014242405451003748
2012-12-14	-0.0016144899659336076
2012-12-17	0.0003804900273223222
2012-12-18	0.0002852408464311118
2012-12-19	0.0007604737012876228
2012-12-20	0.00037994791025020014
2012-12-21	-0.0018989455831912583
2012-12-24	0.0003805262032172685
2012-12-27	-0.016831534907018053
2012-12-28	0.0035787092442818302
2012-12-31	0.00048183713698879416
2013-01-02	0.007706416246722858
2013-01-03	0.0001911542199573013
2013-01-04	-0.0037274146983282685
2013-01-07	0.002590217555585639
2013-01-08	0.0003827472462893944
2013-01-09	0.003347665843183467
2013-01-10	-0.0009532742866207311
2013-01-11	0.0009541838855835483
2013-01-14	0.0009532742866207311
2013-01-15	-0.0007619222005208481
2013-01-16	0.0030499399581473963
2013-01-17	0.0021855127480268077
2013-01-18	-0.002749605690441803
2013-01-21	0.0012359503046281972
2013-01-22	-0.002373943650135435
2013-01-23	-9.513142078998449e-05
2013-01-24	-0.00038077976549544257
2013-01-25	-0.007999275785133375
2013-01-28	-0.006143797647096716
2013-01-29	0.006954517813122063
2013-01-30	-0.004604348747564435
2013-01-31	0.002409174213042764
2013-02-01	-0.001441971748942339
2013-02-04	-0.00014440540340632246
2013-02-05	0.0035626123463294856
2013-02-06	-0.0005277074212617361
2013-02-07	0.0021119441736605626
2013-02-08	0.0010537466327686928
2013-02-11	-0.0007655677612888878
2013-02-12	0.0031603317069663905
2013-02-13	0.0016228942142750835
2013-02-14	-0.0007625031686129269
2013-02-15	0.0005723501534173892
2013-02-18	-0.0004766735083934215
2013-02-19	0.0025274143395799253
2013-02-20	0.0009989379162589351
2013-02-21	-0.005702323390612496
2013-02-22	0.0019116511469285946
2013-02-25	-0.0005723865556995777
2013-02-26	-0.00047731052632848936
2013-02-27	0.004966137685107119
2013-02-28	-0.00019010046396261693
2013-03-01	-0.0038969302944833473
2013-03-04	-0.002480936342168394
2013-03-05	0.002774066510308204
2013-03-06	0.00391105623918242
2013-03-07	-0.0019003891324768096
2013-03-08	-0.0009520037438072171
2013-03-11	-0.001953514639654652
2013-03-12	0.0033894660378126495
2013-03-13	-0.0024264655276805547
2013-03-14	-0.002480108155683447
2013-03-15	-0.00014343189181120763
2013-03-18	0.0036821169206198157
2013-03-19	0.002191656178021084
2013-03-20	0.0005229408469682451
2013-03-21	-0.0012354355095051117
2013-03-22	-0.002188351387994447
2013-03-25	0.0006674901591581239
2013-03-26	0.0038116436742767767
2013-03-27	0.0013290964867123112
2013-03-28	0.0006636300018625363
2013-04-02	-0.002652831838897307
2013-04-03	0.0021848899427008295
2013-04-04	-0.006018977594601571
2013-04-05	-0.0010489735621266316
2013-04-08	-0.0014796313623293145
2013-04-09	0.005592725554555145
2013-04-10	0.0037553290072656065
2013-04-11	-0.002746740959442273
2013-04-12	-0.0027068445211433367
2013-04-15	0.00557115470476921
2013-04-16	0.005019475585503086
2013-04-17	-0.0018847019643820628
2013-04-18	0.0020770508355958395
2013-04-19	0.0022611443861844105
2013-04-22	-0.0013160311455444607
2013-04-23	0.0
2013-04-24	0.0007530292984123665
2013-04-25	0.0021633122422288764
2013-04-26	-0.0013139313527793517
2013-04-29	0.001785497655042212
2013-04-30	0.002720458908803236
2013-05-01	0.0003742250515086365
2013-05-02	0.0014495350121996875
2013-05-03	0.0010738933067442336
2013-05-07	0.004944089774063132
2013-05-08	0.0033416222940632068
2013-05-09	-0.0015727465510674277
2013-05-10	-0.013065196966622783
2013-05-13	0.0015021690874645888
2013-05-14	0.0
2013-05-15	-0.004124822532712957
2013-05-16	0.0020709176725657308
2013-05-17	-0.0034757644696542522
2013-05-20	-0.0015083301220545353
2013-05-21	0.0013217465263277717
2013-05-22	-0.0011313890246057445
2013-05-23	-0.007504302246732042
2013-05-24	-0.0015691976927149076
2013-05-28	-0.005810636224477417
2013-05-29	-0.009868797370757298
2013-05-30	0.0017902573499555263
2013-05-31	-0.005554258093809161
2013-06-03	0.005828131338529996
2013-06-04	-0.0024142925411121396
2013-06-05	-0.0018393265807654657
2013-06-06	-0.0016487068949569972
2013-06-07	-0.004371522896483904
2013-06-10	-0.013074410828574301
2013-06-11	-0.00464657650630762
2013-06-12	0.005462882897205645
2013-06-13	-0.0018769380134889824
2013-06-14	0.006631019030823859
2013-06-17	-0.0027037806346896787
2013-06-18	-0.012668172363020647
2013-06-19	0.00159756395683619
2013-06-20	-0.02781378709432858
2013-06-21	0.003486505116787608
2013-06-24	-0.016452080526364266
2013-06-25	0.010181853059050283
2013-06-26	-0.01239331265505672
2013-06-27	0.010570157495648713
2013-06-28	0.003915882623999112
2013-07-01	0.0032847433877927212
2013-07-02	0.0006650546636686183
2013-07-03	-0.00833293225155407
2013-07-04	0.0022682877157305104
2013-07-05	-0.010595605277208486
2013-07-08	-0.003950896779083446
2013-07-09	0.003757835061415138
2013-07-10	0.005511634350173322
2013-07-11	0.008739282235670665
2013-07-12	-0.002204377497436627
2013-07-15	-0.002466069302528906
2013-07-16	0.0017511141917894157
2013-07-17	0.0017480531511087083
2013-07-18	-0.0017450027934767798
2013-07-19	0.0031876355639459675
2013-07-22	0.003997533819270593
2013-07-23	-0.00030626626065877183
2013-07-24	-0.004187051065988157
2013-07-25	-0.005281503213679928
2013-07-26	0.000463922549318152
2013-07-29	0.0002060659818399202
2013-07-30	-0.0032969266729173663
2013-07-31	-0.003204440411817
2013-08-01	0.0011407301669961178
2013-08-02	0.0012430365179614267
2013-08-05	0.0013448918735032844
2013-08-06	0.001963037913100818
2013-08-07	-0.00587749716533148
2013-08-08	0.008194100779225444
2013-08-09	0.00030870791804016307
2013-08-12	-0.0003086126468725414
2013-08-13	-0.00493822780462283
2013-08-14	-0.004239078338861835
2013-08-15	-0.004672380434527779
2013-08-16	0.0010953028048252822
2013-08-19	-0.008909454073531609
2013-08-20	-0.0011565619771386482
2013-08-21	-0.010105253520764856
2013-08-22	-0.008188050456875318
2013-08-23	0.0006433493100457266
2013-08-27	-0.008678936805921689
2013-08-28	0.0018375032912691935
2013-08-29	0.004639122816374908
2013-08-30	0.005691567479215287
2013-09-02	0.005445831584845573
2013-09-03	-0.0016992741704168202
2013-09-04	0.004308497652094401
2013-09-05	-0.009586343848302037
2013-09-06	0.0019251369537516272
2013-09-09	0.009500420439252144
2013-09-10	0.0061858843857507395
2013-09-11	0.0019441706790710445
2013-09-12	0.004405347330320053
2013-09-13	-0.004124940096586371
2013-09-16	0.00990929288515452
2013-09-17	-0.0029072659785556176
2013-09-18	0.003905029727865106
2013-09-19	0.02261293846563417
2013-09-20	-0.004818161774430729
2013-09-23	-0.00412800710200123
2013-09-24	-0.001177068635267231
2013-09-25	-0.00010241323097637256
2013-09-26	-0.0007686470201812012
2013-09-27	-0.0034357119523010793
2013-09-30	-0.004219368533917245
2013-10-01	0.007544395529376802
2013-10-02	0.001795087245794802
2013-10-03	0.002457357922692305
2013-10-04	0.0034727947655830427
2013-10-07	-0.0017304269284653673
2013-10-08	-0.0008156431725648838
2013-10-09	-0.0008673818265250155
2013-10-10	0.0018894653423993102
2013-10-11	0.0017839382250433022
2013-10-14	-0.00045790343423690594
2013-10-15	0.0027997101567922567
2013-10-16	0.0003553671280138726
2013-10-17	0.010757573645895802
2013-10-18	0.0008534472958567907
2013-10-21	-0.0009029290430337955
2013-10-22	0.004518572087400585
2013-10-23	0.0016993019531144071
2013-10-24	0.001097700941588009
2013-10-25	0.0050837533670444746
2013-10-28	-0.0016859879585260362
2013-10-29	-0.002185587251135157
2013-10-30	0.000398256815561826
2013-10-31	-0.00885755363563645
2013-11-01	-0.004869896563822973
2013-11-04	-0.0012108646639144016
2013-11-05	-0.002525635181678809
2013-11-06	0.00045574688476368586
2013-11-07	0.0011135919387621485
2013-11-08	-0.007584184494175528
2013-11-11	-0.005808026272357436
2013-11-12	-0.004612042120012982
2013-11-13	0.0015444181655941414
2013-11-14	0.0028786513658358714
2013-11-15	0.002050199302772615
2013-11-18	0.0023017746713154263
2013-11-19	-0.0005102875543957497
2013-11-20	-0.0031657409070943165
2013-11-21	-0.005583139690336414
2013-11-22	-0.0005666045673090592
2013-11-25	-0.003401554740306456
2013-11-26	-0.00031027336251099324
2013-11-27	-0.003621110946576911
2013-11-28	0.00036338749394060343
2013-11-29	0.000934232620992459
2013-12-02	0.002022189092679705
2013-12-03	-5.17180172623366e-05
2013-12-04	-0.004760909453492279
2013-12-05	0.0013518848634277436
2013-12-06	0.002855971785898692
2013-12-09	0.0011391353758656297
2013-12-10	-0.0005689196114774253
2013-12-11	-0.0007244845045990544
2013-12-12	-0.004142946796847569
2013-12-13	0.0018720780272409865
2013-12-16	0.0021799966830786666
2013-12-17	-0.0014501697567926852
2013-12-18	-0.013174317970524152
2013-12-19	-0.0063071427672046765
2013-12-20	-0.0007405024407929339
2013-12-23	0.0014821023820170698
2013-12-24	0.0
2013-12-27	0.005813985841746749
2013-12-30	-0.0005255181393162278
2013-12-31	0.0025762644638600563
2014-01-02	-0.0065551417693441305
2014-01-03	-0.0034839719890391585
2014-01-06	-0.00662146418096643
2014-01-07	-0.0011731521470441653
2014-01-08	0.0012278881561946786
2014-01-09	0.0011730896266348712
2014-01-10	0.005752033780632493
2014-01-13	0.003971616260032285
2014-01-14	-0.001529581157942439
2014-01-15	-0.0038034929165123854
2014-01-16	0.0006363088133545247
2014-01-17	0.0012718892265266568
2014-01-20	-0.002540466398522012
2014-01-21	-0.006367463463233247
2014-01-22	-0.00032039709683728823
2014-01-23	-0.004273520645296847
2014-01-24	-0.006276814416609211
2014-01-27	-0.0013496734101734464
2014-01-28	0.002594934573547869
2014-01-29	-0.00231860195731437
2014-01-30	-0.0017294064072894688
2014-01-31	-0.0009745434899429695
2014-02-03	0.0019509056128166335
2014-02-04	0.00697708524198859
2014-02-05	0.0019873799040313056
2014-02-06	0.0012328905053688999
2014-02-07	-0.0011778628447421946
2014-02-10	-0.0003215992676828261
2014-02-11	0.00579089453648618
2014-02-12	0.005437702646893028
2014-02-13	0.0002120534721026246
2014-02-14	0.007315547536458578
2014-02-17	0.003894275432779981
2014-02-18	-0.0053469754825103966
2014-02-19	0.0017392316933741991
2014-02-20	-0.003840747925488719
2014-02-21	0.0019542113823445284
2014-02-24	0.002319261857814503
2014-02-25	-0.0009991437744700793
2014-02-26	0.0021056742595659816
2014-02-27	0.0054632973460719825
2014-02-28	0.00010451553343182596
2014-03-03	-0.0013060286406405552
2014-03-04	0.0011508145776550904
2014-03-05	0.0004180042390398153
2014-03-06	0.007990801533099168
2014-03-07	-0.001968937216645039
2014-03-10	-0.0011421515225835677
2014-03-11	0.0015073209673692745
2014-03-12	-0.006175735255222192
2014-03-13	0.00825066230315774
2014-03-14	0.00020713323883136958
2014-03-17	0.002278388838707457
2014-03-18	0.002169860375298649
2014-03-19	-0.0024744599345865037
2014-03-20	-0.01167955817486277
2014-03-21	0.0009934489498013566
2014-03-24	0.0001567885871300856
2014-03-25	-0.0002611670845313885
2014-03-26	0.0019329978063249431
2014-03-27	0.005318616534327747
2014-03-28	0.003630689508102636
2014-03-31	0.003514174035045281
2014-04-01	0.002163010833127643
2014-04-02	-0.0029804820804895105
2014-04-03	-0.0014431438672873886
2014-04-04	0.005471237372454585
2014-04-07	-0.0018480523855839426
2014-04-08	0.007097330104325339
2014-04-09	0.0034215000709094667
2014-04-10	0.00010173043469419163
2014-04-11	-0.0017810333036999415
2014-04-14	-0.0005098190336898512
2014-04-15	-0.0022442234361180757
2014-04-16	0.004651894922930611
2014-04-17	0.004630354998024
2014-04-22	-0.0048622705733205596
2014-04-23	-0.0036645014065531667
2014-04-24	0.0004086730348364931
2014-04-25	0.00224674453448781
2014-04-28	0.0034134816237627597
2014-04-29	0.002792602489363638
2014-04-30	-0.0019746804539161333
2014-05-01	-0.0007609654305713587
2014-05-02	0.0024877651181582916
2014-05-06	0.003899743146933421
2014-05-07	-0.0011603053482124315
2014-05-08	0.003939586633951553
2014-05-09	0.00040248442589474465
2014-05-12	0.00015086134461195222
2014-05-13	0.0013072933449953528
2014-05-14	0.003213816368434319
2014-05-15	0.0011512450142376895
2014-05-16	0.002749877840424686
2014-05-19	0.0010969346997466989
2014-05-20	-0.0054786637623440715
2014-05-21	0.00025041593345309643
2014-05-22	0.0003003933303817874
2014-05-23	-0.00025020168501210804
2014-05-27	-0.0018524600270386493
2014-05-28	5.020698134194923e-05
2014-05-29	0.0026080298973685245
2014-05-30	-0.0017008321574371044
2014-06-02	-0.002906403277963543
2014-06-03	0.0011559503028790719
2014-06-04	-0.004668480012181897
2014-06-05	0.004438192900091842
2014-06-06	0.004217695935152532
2014-06-09	0.0008000183105467684
2014-06-10	-0.0013988747710533822
2014-06-11	-0.0008004985901575168
2014-06-12	0.0013017950392890665
2014-06-13	-0.0010000847710521787
2014-06-16	0.0
2014-06-17	-0.004304738290150989
2014-06-18	-0.0012065428080298979
2014-06-19	0.005133905325461985
2014-06-20	-0.0019028023526806992
2014-06-23	0.0009030336602811051
2014-06-24	-0.0009022189262217761
2014-06-25	-0.01866346118807871
2014-06-26	0.0009202079251775519
2014-06-27	0.004954547077082205
2014-06-30	0.005997421477922593
2014-07-01	0.0002526299884209049
2014-07-02	0.003434730524523033
2014-07-03	-0.00015100563145009627
2014-07-04	0.001661389633702992
2014-07-07	0.0011056793048385138
2014-07-08	0.001054356469472495
2014-07-09	0.003460566946779764
2014-07-10	-0.0006997170550140375
2014-07-11	-0.0014504778502584248
2014-07-14	0.00145258479232524
2014-07-15	-0.00875262568086066
2014-07-16	0.0018164418281290118
2014-07-17	0.0018634858297688073
2014-07-18	-5.0243851437481446e-05
2014-07-21	0.0060831101141276545
2014-07-22	0.002198693044883404
2014-07-23	0.0021938693994933978
2014-07-24	-0.004378133745335799
2014-07-25	0.0018988851293444409
2014-07-28	0.00029923969373446546
2014-07-29	0.0002991501761273607
2014-07-30	-0.0015950158170563444
2014-07-31	-0.0060908697060173544
2014-08-01	-0.005525447525608906
2014-08-04	0.002576067161486728
2014-08-05	0.0015113496129106618
2014-08-06	-0.0032194748793378247
2014-08-07	-0.002270991481722051
2014-08-08	0.003186671181271805
2014-08-11	0.0031260783112161405
2014-08-12	0.001206360878841739
2014-08-13	0.0003513834257333759
2014-08-14	0.005420063539235187
2014-08-15	0.0028950875594331293
2014-08-18	-0.0011945326266739054
2014-08-19	0.0008969899399047243
2014-08-20	-0.007169184690981378
2014-08-21	0.00025074241408562514
2014-08-22	0.002657035023078347
2014-08-26	0.004599990844726509
2014-08-27	0.003981699477645373
2014-08-28	-0.0009914581946852685
2014-08-29	0.00099244215959704
2014-09-01	0.0003965984065563699
2014-09-02	-0.005550100887210085
2014-09-03	-0.0001992888558522976
2014-09-04	0.0007974664204351001
2014-09-05	0.0008963778538133571
2014-09-08	0.00039805867626330205
2014-09-09	-0.00576944034713478
2014-09-10	-0.0035517332504061416
2014-09-11	0.00010042809486288107
2014-09-12	0.0004015188472963338
2014-09-15	-0.005469398236797818
2014-09-16	0.0016145677555299276
2014-09-17	0.0005036814556447222
2014-09-18	-0.005991352686843698
2014-09-19	0.0017221881643791903
2014-09-22	0.0003033703660697551
2014-09-23	0.002628541008178331
2014-09-24	0.001008303211938566
2014-09-25	-0.0038781378021949253
2014-09-26	-0.002224706462341741
2014-09-29	-0.008411896690557752
2014-09-30	0.0008176802335355671
2014-10-01	0.0017360924440787961
2014-10-02	0.001631192456753805
2014-10-03	-0.004885530350469125
2014-10-06	0.001329701209739298
2014-10-07	-0.0021450365801797266
2014-10-08	-0.003992213941056644
2014-10-09	0.00811914965421523
2014-10-10	-0.0027525400463503935
2014-10-13	0.005162515385334743
2014-10-14	-0.002084863544598581
2014-10-15	0.004076578529226715
2014-10-16	-0.0015224715955665102
2014-10-17	0.002897184352520954
2014-10-20	0.004916128086287497
2014-10-21	0.0020678014153396873
2014-10-22	0.0014595263101793154
2014-10-23	-0.002412281323979526
2014-10-24	0.0008564139493467682
2014-10-27	0.0003019960695964663
2014-10-28	0.00266692895230336
2014-10-29	0.001806687846411803
2014-10-30	-0.004708959344751129
2014-10-31	-0.004630552661870846
2014-11-03	-0.0030339343719278933
2014-11-04	-0.001825931241959844
2014-11-05	-0.008739843465605857
2014-11-06	0.003280702192132834
2014-11-07	-0.000664239127333266
2014-11-10	0.000153375836487335
2014-11-11	-0.0051630433086908845
2014-11-12	0.0032372687982973325
2014-11-13	-0.001331744306031113
2014-11-14	-0.0050261347267054335
2014-11-17	0.005051524368758109
2014-11-18	0.00235925081519639
2014-11-19	-0.007521496123311988
2014-11-20	0.002319930635718004
2014-11-21	0.002931834839970726
2014-11-24	-0.0020514341453642393
2014-11-25	0.004933484413043532
2014-11-26	0.0008693335018783444
2014-11-27	0.001072917707788834
2014-11-28	-0.006532939453608666
2014-12-01	0.0007192365478463358
2014-12-02	-0.0027208727222365336
2014-12-03	-0.0023164674197824198
2014-12-04	0.0011351386588640544
2014-12-05	-0.007266936406638891
2014-12-08	0.002440043778514145
2014-12-09	0.002848428516179391
2014-12-10	-0.0026854176518280592
2014-12-11	0.0007249347203197587
2014-12-12	-0.005226091977355463
2014-12-15	-0.005929775758899525
2014-12-16	0.006645409807989555
2014-12-17	-0.002287152667837189
2014-12-18	-0.013545931387123566
2014-12-19	0.0009507126758843132
2014-12-22	0.002005010634535287
2014-12-23	-0.00157971460037154
2014-12-24	0.0026898443587470844
2014-12-29	0.0012624559065463892
2014-12-30	0.0031520400603521903
2014-12-31	0.002775589357252084
2015-01-02	-0.00804258053318585
2015-01-05	0.00042119527233008824
2015-01-06	0.0023155585281187108
2015-01-07	-0.00210022651041053
2015-01-08	0.0030516775676370234
2015-01-09	0.010910626509200716
2015-01-12	0.001971797843532075
2015-01-13	0.0022785456691354344
2015-01-14	0.00041336072041930905
2015-01-15	0.0025823779186513462
2015-01-16	0.0014424005065931667
2015-01-19	-0.0002057267869777224
2015-01-20	-0.0031385089958632095
2015-01-21	0.010477413054435392
2015-01-22	0.0019409790845943409
2015-01-23	0.002344980865061963
2015-01-26	-0.0029498618932881637
2015-01-27	0.0025504999853280808
2015-01-28	-0.002238664890848119
2015-01-29	-0.005201449468198893
2015-01-30	-0.002665594974267438
2015-02-02	0.006476201590440267
2015-02-03	0.006025904563610407
2015-02-04	-0.0025380710659898
2015-02-05	0.0009159932609732468
2015-02-06	-0.003457355608621482
2015-02-09	-0.003163240393813771
2015-02-10	-0.006346634569426968
2015-02-11	-0.00855054943508915
2015-02-12	0.004987566163634494
2015-02-13	0.002584780777964646
2015-02-16	-0.0020625407354745162
2015-02-17	-0.004133449523200272
2015-02-18	-0.0038393974892270144
2015-02-19	0.00031248728434252193
2015-02-20	0.000468584499815794
2015-02-23	0.002966470686050826
2015-02-24	-0.00010379966964624288
2015-02-25	0.006123549316335852
2015-02-26	0.004023100679042768
2015-02-27	-0.0032877806308857505
2015-03-02	-0.0008246761085762833
2015-03-03	0.0017538240834631402
2015-03-04	-0.006797075623958371
2015-03-05	0.000985081069039273
2015-03-06	-0.006267191526207583
2015-03-09	-0.0017721064151413612
2015-03-10	-0.011173764316567247
2015-03-11	-0.001584132664604443
2015-03-12	0.007721554056164148
2015-03-13	-0.00808225748082303
2015-03-16	0.003809530268270578
2015-03-17	0.0
2015-03-18	0.0011596100531710007
2015-03-19	0.003790677116186858
2015-03-20	0.005454700860993977
2015-03-23	0.010745944660343065
2015-03-24	0.0005161339097379258
2015-03-25	0.0010316565955459378
2015-03-26	-0.0024734398308653427
2015-03-27	-0.0003099367601313574
2015-03-30	-0.002997115637916603
2015-03-31	0.00020728353698951096
2015-04-01	0.008809187407395003
2015-04-02	0.0053421439492957745
2015-04-07	-0.0007153044593054547
2015-04-08	0.0018406821095264814
2015-04-09	0.0009186111745358438
2015-04-10	-0.001529613504168692
2015-04-13	-0.009192130448537617
2015-04-14	0.0048448738310828965
2015-04-15	-0.0010259140343834572
2015-04-16	0.005853355010278616
2015-04-17	0.004287961321344236
2015-04-20	-0.0010166321106369614
2015-04-21	-0.001322858022374196
2015-04-22	0.003973908621091482
2015-04-23	-0.002943275338680662
2015-04-24	0.003969863580303157
2015-04-27	-0.00040556541256475676
2015-04-28	0.0017243716873382997
2015-04-29	-0.001923880491053076
2015-04-30	-0.008927637781703024
2015-05-01	-0.003633978381222036
2015-05-05	-0.004058115238934845
2015-05-06	0.0007220929756683869
2015-05-07	-0.015668531481180747
2015-05-08	0.006807011628654935
2015-05-11	-0.005408743981356823
2015-05-12	-0.0046538347839581995
2015-05-13	0.008668210368152351
2015-05-14	0.004895846048990959
2015-05-15	0.004042701199476584
2015-05-18	-0.0032004703349198804
2015-05-19	-0.007146581249058648
2015-05-20	0.00010434108248258411
2015-05-21	0.0026076978495643832
2015-05-22	-0.0020807799825394158
2015-05-26	-0.0070892443510902625
2015-05-27	-0.0008399223378247056
2015-05-28	-0.0009458171902214652
2015-05-29	0.0008415044841851849
2015-06-01	-0.002732549995385525
2015-06-02	0.0017915288232561721
2015-06-03	0.000420796513304067
2015-06-04	-0.009568833305107494
2015-06-05	-0.006476277678525766
2015-06-08	-0.0034195307604495406
2015-06-09	-0.0005361682458978612
2015-06-10	0.009011951244886296
2015-06-11	-0.005210052921469921
2015-06-12	-0.0012825472458178888
2015-06-15	0.0010701891214504045
2015-06-16	-0.002138171645062692
2015-06-17	-0.002892614673874805
2015-06-18	0.015149926579271167
