time	URTH
2012-05-14	-0.014041777376731845
2012-05-15	0.0
2012-05-16	0.0
2012-05-17	-0.020785181589430768
2012-05-18	-0.008647846544209026
2012-05-21	0.0
2012-05-22	0.0
2012-05-23	-0.005551125831090187
2012-05-24	0.0
2012-05-25	0.0
2012-05-29	0.0
2012-05-30	0.011164301734341242
2012-05-31	-0.004534691181009798
2012-06-01	0.0
2012-06-04	0.0
2012-06-05	-0.02297484271835215
2012-06-06	0.020879763654264805
2012-06-07	0.0
2012-06-08	0.0
2012-06-11	0.0
2012-06-12	0.0
2012-06-13	0.0
2012-06-14	0.0
2012-06-15	0.0
2012-06-18	0.0
2012-06-19	0.045472614927979826
2012-06-20	-0.0026591301099372355
2012-06-21	-0.031232135632651703
2012-06-22	0.0
2012-06-25	0.0
2012-06-26	0.0
2012-06-27	0.0
2012-06-28	0.0
2012-06-29	0.0
2012-07-02	0.0
2012-07-03	0.0
2012-07-05	0.0
2012-07-06	0.0
2012-07-09	0.00845292538243525
2012-07-10	0.0
2012-07-11	0.0
2012-07-12	0.0
2012-07-13	0.0
2012-07-16	0.0
2012-07-17	0.0
2012-07-18	0.012280722757985973
2012-07-19	0.0
2012-07-20	0.0
2012-07-23	0.0
2012-07-24	0.0
2012-07-25	0.0
2012-07-26	-0.00808784866501755
2012-07-27	0.008542078348744875
2012-07-30	0.011742071249144725
2012-07-31	0.0
2012-08-01	0.0
2012-08-02	-0.0051369948765046525
2012-08-03	-0.016829241780600523
2012-08-06	0.03248399121959222
2012-08-07	0.0
2012-08-08	0.0062169933114877285
2012-08-09	0.0
2012-08-10	0.0
2012-08-13	0.0
2012-08-14	0.0
2012-08-15	0.0
2012-08-16	0.0
2012-08-17	0.007863733099466197
2012-08-20	0.0
2012-08-21	0.0
2012-08-22	0.0013003844035508472
2012-08-23	-0.002411893588775027
2012-08-24	0.0
2012-08-27	0.004091523504373695
2012-08-28	0.0
2012-08-29	0.0
2012-08-30	-0.010742763715934744
2012-08-31	0.004680771404497852
2012-09-04	0.0
2012-09-05	-0.000559052914315683
2012-09-06	0.0
2012-09-07	0.03113925294956177
2012-09-10	-0.00271243604432303
2012-09-11	0.005620989120884934
2012-09-12	0.002163771160530459
2012-09-13	0.020331004249564355
2012-09-14	0.004937446632243159
2012-09-17	-0.004035854538683048
2012-09-18	-0.0026426658847298334
2012-09-19	0.0
2012-09-20	0.0
2012-09-21	0.0012365252441177699
2012-09-24	0.0
2012-09-25	0.0
2012-09-26	-0.01993650427013227
2012-09-27	0.009180956673897178
2012-09-28	0.0
2012-10-01	0.0
2012-10-02	0.0
2012-10-03	-0.005173045102091489
2012-10-04	0.0
2012-10-05	0.0
2012-10-08	0.007351619939874654
2012-10-09	-0.010145953928941243
2012-10-10	-0.009171050721685003
2012-10-11	0.0067151135540559626
2012-10-12	0.0
2012-10-15	0.0
2012-10-16	0.0
2012-10-17	0.0
2012-10-18	0.012799694769209058
2012-10-19	0.0
2012-10-22	0.0
2012-10-23	0.0
2012-10-24	0.0
2012-10-25	-0.024563920623334345
2012-10-26	0.0
2012-10-31	0.0
2012-11-01	0.010219003304516416
2012-11-02	0.00018060551703347194
2012-11-05	0.0
2012-11-06	-0.00397322395249633
2012-11-07	0.0
2012-11-08	0.0
2012-11-09	-0.02502268413297637
2012-11-12	0.0
2012-11-13	-0.003905506466149511
2012-11-14	-0.010455589225773831
2012-11-15	0.0
2012-11-16	0.0
2012-11-19	0.023396258084279253
2012-11-20	-0.003318589594499266
2012-11-21	0.0
2012-11-23	0.0
2012-11-26	0.0
2012-11-27	0.020162784404338163
2012-11-28	0.0
2012-11-29	0.010698098572327952
2012-11-30	0.0
2012-12-03	-0.005382185911804616
2012-12-04	-0.004509379621080223
2012-12-05	0.012321078494223814
2012-12-06	-0.004653630329404246
2012-12-07	0.003236833360909408
2012-12-10	0.0
2012-12-11	0.0
2012-12-12	0.0
2012-12-13	0.0
2012-12-14	0.0
2012-12-17	0.01362248268617039
2012-12-18	-0.01237843982994613
2012-12-19	0.0
2012-12-20	0.007699199944920743
2012-12-21	0.0
2012-12-24	0.0
2012-12-26	0.0
2012-12-27	-0.0058635043268482345
2012-12-28	-0.0017873509822112776
2012-12-31	0.004655365144744739
2013-01-02	0.002495088007940849
2013-01-03	0.022933349609375098
2013-01-04	-0.012339226158772254
2013-01-07	-0.005806824219990792
2013-01-08	-0.002300903860446679
2013-01-09	0.0
2013-01-10	0.015078983589222217
2013-01-11	0.005242908609935482
2013-01-14	0.0
2013-01-15	0.00017382339105753708
2013-01-16	0.0
2013-01-17	0.0
2013-01-18	0.0013906106857675127
2013-01-22	0.0
2013-01-23	0.021871173549455003
2013-01-24	0.0
2013-01-25	-0.007643974369018203
2013-01-28	0.0046217128761774084
2013-01-29	0.0023854695454361696
2013-01-30	0.0
2013-01-31	-0.0013598814986345298
2013-02-01	0.012085090799534681
2013-02-04	-0.007736278028177446
2013-02-05	0.020000005172470914
2013-02-06	-0.013625784158623477
2013-02-07	0.0
2013-02-08	0.001853109993606994
2013-02-11	-0.0011770589101627316
2013-02-12	-0.0035354022521099093
2013-02-13	0.002027415937933208
2013-02-14	0.0
2013-02-15	0.0
2013-02-19	0.005226733289764418
2013-02-20	0.0005032303678571548
2013-02-21	-0.022129080654784916
2013-02-22	0.009429096859169483
2013-02-25	0.0005094901282725051
2013-02-26	-0.012731285044010221
2013-02-27	0.013583234484181306
2013-02-28	0.0028837687318943317
2013-03-01	-0.0028754765226091106
2013-03-04	-0.004749831897715162
2013-03-05	0.016703654125087786
2013-03-06	-0.003017607721228499
2013-03-07	0.0021859298932167537
2013-03-08	0.011073823226668056
2013-03-11	-0.005144334006444429
2013-03-12	-0.0015012535686826922
2013-03-13	-0.0005011489975108585
2013-03-14	0.01236834098483075
2013-03-15	0.0013208161046354139
2013-03-18	-0.006595243459445399
2013-03-19	-0.005311198254343896
2013-03-20	0.0006674606261247717
2013-03-21	0.00016672204985290762
2013-03-22	0.005335106656659594
2013-03-25	-0.0038142544800393585
2013-03-26	0.004994160788823754
2013-03-27	0.0
2013-03-28	0.0
2013-04-01	-0.006128854371891479
2013-04-02	0.011333338419596384
2013-04-03	-0.013843113849098643
2013-04-04	0.010193860441111369
2013-04-05	-0.005789946805640711
2013-04-08	0.0
2013-04-09	0.012645626547856281
2013-04-10	0.01232336497664166
2013-04-11	0.01087482814977836
2013-04-12	-0.0067437086894248655
2013-04-15	-0.025379884890616933
2013-04-16	0.01758164774419102
2013-04-17	-0.025753839537973278
2013-04-18	0.0021750220364662454
2013-04-19	0.0
2013-04-22	0.0
2013-04-23	0.011519175444609564
2013-04-24	0.01056278904170127
2013-04-25	0.04556585206089281
2013-04-26	-0.04717270855079747
2013-04-29	0.0049180202796810235
2013-04-30	0.011419262180287992
2013-05-01	-0.009838719521799377
2013-05-02	0.02052455039514034
2013-05-03	0.005586567687097643
2013-05-06	0.010000016954210045
2013-05-07	0.00235734258468856
2013-05-08	0.004076546585241703
2013-05-09	0.011867615948865318
2013-05-10	-0.0023148382533114686
2013-05-13	0.0037122638531332797
2013-05-14	-0.01787640404257973
2013-05-15	0.0
2013-05-16	0.03263765936447127
2013-05-17	-0.013827625991090997
2013-05-20	-0.007241929270459413
2013-05-21	0.026230054840935546
2013-05-22	-0.02722327551401771
2013-05-23	0.0
2013-05-24	-0.026741312637809767
2013-05-28	0.007188510765307576
2013-05-29	-0.003965107105870502
2013-05-30	0.0
2013-05-31	0.012898111196361306
2013-06-03	-0.01776451905789389
2013-06-04	0.02752876790344949
2013-06-05	-0.030529522787291263
2013-06-06	0.0
2013-06-07	-0.0030527383721453694
2013-06-10	0.0035455475166505934
2013-06-11	-0.013168454934899265
2013-06-12	0.041822552452707606
2013-06-13	0.0
2013-06-14	0.0
2013-06-17	0.008903463366331632
2013-06-18	0.0
2013-06-19	-0.0013933479330116016
2013-06-20	-0.03488372093023251
2013-06-21	-0.001606401190700324
2013-06-24	-0.05068385275207532
2013-06-25	0.0
2013-06-26	0.054237301066770494
2013-06-27	-0.027170456924064945
2013-06-28	0.0
2013-07-01	0.0
2013-07-02	-0.0008262971153107923
2013-07-03	0.013231876433587253
2013-07-05	0.012079688193636251
2013-07-08	0.0
2013-07-09	0.0
2013-07-10	0.0
2013-07-11	0.013225801529422876
2013-07-12	0.012416408517766042
2013-07-15	-0.005974799725389723
2013-07-16	0.024201182375109376
2013-07-17	-0.0038610038610038533
2013-07-18	0.020620183427204397
2013-07-19	0.0
2013-07-22	-0.019747881142311408
2013-07-23	-0.008368156067644739
2013-07-24	-0.002187891868626335
2013-07-25	0.007047840068768574
2013-07-26	-0.004510122889013091
2013-07-29	0.023902495363781195
2013-07-30	0.0
2013-07-31	-0.023039397545579376
2013-08-01	0.013275003753333348
2013-08-02	0.0
2013-08-05	0.022040696142298977
2013-08-06	-0.011913752746398054
2013-08-07	-0.008699629487611382
2013-08-08	0.02571217670218906
2013-08-09	0.0
2013-08-12	-0.005553928720019696
2013-08-13	0.0
2013-08-14	0.0022641739755306922
2013-08-15	-0.0183735119377616
2013-08-16	-0.025774782100490112
2013-08-19	0.0
2013-08-20	0.0
2013-08-21	-0.007874015748031482
2013-08-22	0.024444458976624395
2013-08-23	0.0
2013-08-26	-0.001859354584439754
2013-08-27	-0.036789801292283486
2013-08-28	0.024657576354655486
2013-08-29	-0.02013215723704087
2013-08-30	0.010433411458089292
2013-09-03	0.0
2013-09-04	0.0
2013-09-05	0.01683878253286797
2013-09-06	0.004999213937583846
2013-09-09	-0.005440731833609269
2013-09-10	0.0
2013-09-11	0.0
2013-09-12	0.014379524698733936
2013-09-13	-0.005392888534548557
2013-09-16	0.003872966509382625
2013-09-17	0.0035493166158551137
2013-09-18	0.029524807088825655
2013-09-19	-0.006870785742205121
2013-09-20	0.003910394714753629
2013-09-23	-0.003895163089595033
2013-09-24	-0.01368620938414411
2013-09-25	0.018450732703390704
2013-09-26	0.0
2013-09-27	-0.005839188266244966
2013-09-30	0.0013553665033509965
2013-10-01	-0.007519928050297775
2013-10-02	-0.008940693392786914
2013-10-03	-0.008715591460631167
2013-10-04	0.0047816990565818784
2013-10-07	-0.006294074862702503
2013-10-08	-0.01096874211410237
2013-10-09	0.012964727812815102
2013-10-10	-0.0001542349493571793
2013-10-11	0.020666317750886343
2013-10-14	-0.010879438159307697
2013-10-15	-0.0054995511058134605
2013-10-16	0.03195087372976735
2013-10-17	0.007591576866830874
2013-10-18	0.0019204793725704494
2013-10-21	-0.0036862282678405967
2013-10-22	0.008435691836592873
2013-10-23	-0.008071662117469347
2013-10-24	0.004438571800744917
2013-10-25	0.0030932256055473673
2013-10-28	0.006461122632380967
2013-10-29	0.0010212969636591573
2013-10-30	-0.004518256170179646
2013-10-31	-0.0017569947470000846
2013-11-01	0.002200081038537638
2013-11-04	0.004244122753638502
2013-11-05	-0.005392053800237773
2013-11-06	-0.0074725587726075515
2013-11-07	0.0017715197869265786
2013-11-08	-0.011936303438084384
2013-11-11	0.0
2013-11-12	0.0
2013-11-13	0.014466719569868225
2013-11-14	-0.0002939818296572305
2013-11-15	0.004264719345990375
2013-11-18	0.020793646945499455
2013-11-19	-0.02453018371726745
2013-11-20	0.0005882487577550943
2013-11-21	0.017636639213629568
2013-11-22	0.0036106298052156482
2013-11-25	-0.010073348248110237
2013-11-26	-0.0013083873540818969
2013-11-27	0.001601173438689374
2013-11-29	0.011044937700852353
2013-12-02	-0.014517782674442259
2013-12-03	-0.0068553272672077226
2013-12-04	-0.0004405754282612584
2013-12-05	-0.005142499069585971
2013-12-06	0.011224370794663763
2013-12-09	0.001460471335450464
2013-12-10	-0.0017500765220375136
2013-12-11	-0.011249038384159915
2013-12-12	-0.013002323425679307
2013-12-13	0.00254488265237951
2013-12-16	0.013588114321752887
2013-12-17	-0.0038302079751902918
2013-12-18	0.010499838148979368
2013-12-19	-0.0008781675161760871
2013-12-20	0.0
2013-12-23	0.011425317812295832
2013-12-24	-0.0075308363429202885
2013-12-26	0.014738102352565452
2013-12-27	-0.004314107676274492
2013-12-30	0.008376687593143028
2013-12-31	0.00644510097692752
2014-01-02	-0.010246102543106317
2014-01-03	0.0
2014-01-06	-0.00848316234933999
2014-01-07	0.012471006696187725
2014-01-08	-0.0024348062115204794
2014-01-09	-0.010050316759528388
2014-01-10	0.012037735573472652
2014-01-13	-0.004012593639940665
2014-01-14	-0.0015827425949864748
2014-01-15	0.009079078526580187
2014-01-16	-0.000285584747573453
2014-01-17	-0.001857103620256706
2014-01-21	0.004007424764421952
2014-01-22	0.0008552752286343779
2014-01-23	-0.013530792773536526
2014-01-24	-0.016604122009943323
2014-01-27	-0.005872875088744456
2014-01-28	0.008565970150599123
2014-01-29	-0.011129039772170612
2014-01-30	0.003553944441105239
2014-01-31	-0.005754750021643051
2014-02-03	-0.019590379172318206
2014-02-04	0.004844076697707811
2014-02-05	-0.0016571349036309524
2014-02-06	0.01720246079357901
2014-02-07	0.010977567476167849
2014-02-10	-0.0007337204789177321
2014-02-11	0.01674007951823464
2014-02-12	0.0020219438759065955
2014-02-13	0.0025944121115817342
2014-02-14	0.0027314900528310204
2014-02-18	0.002437249733983071
2014-02-19	0.0005720954887711294
2014-02-20	0.0027158725542124618
2014-02-21	0.0
2014-02-24	0.009835991404179456
2014-02-25	-0.004658303482769188
2014-02-26	-0.004396612942789702
2014-02-27	-0.005697919001040552
2014-02-28	0.01633236876512889
2014-03-03	-0.013250668297941748
2014-03-04	0.012857164655412978
2014-03-05	0.003385019162262415
2014-03-06	0.0063255123995358264
2014-03-07	-0.0012571077314470491
2014-03-10	-0.006573443646197608
2014-03-11	-0.010277287626137999
2014-03-12	0.002275903638255139
2014-03-13	-0.009225114026749193
2014-03-14	-0.004583866294446293
2014-03-17	0.0
2014-03-18	0.003741576402696012
2014-03-19	0.012616448077676923
2014-03-20	-0.0043890354049072045
2014-03-21	-0.004692858823760471
2014-03-24	-0.003857646110976276
2014-03-25	0.007745279777289893
2014-03-26	0.008254969883655594
2014-03-27	-0.012563515466648911
2014-03-28	-0.0008577206749292854
2014-03-31	0.01860070200473296
2014-04-01	0.0009832798486253402
2014-04-02	0.0026662195666020683
2014-04-03	-0.009797018588387885
2014-04-04	-0.0065017538441365375
2014-04-07	-0.00853604305457556
2014-04-08	0.013631753694382853
2014-04-09	-0.003963742663025904
2014-04-10	-0.001137035678804632
2014-04-11	-0.006829762889530078
2014-04-14	0.004011443654081903
2014-04-15	-0.008276281619582826
2014-04-16	0.01625895328658955
2014-04-17	0.007220758262252103
2014-04-21	-0.0047792569694637965
2014-04-22	0.0070621465882492185
2014-04-23	0.0
2014-04-24	0.0004207402245846037
2014-04-25	-0.005046973238613139
2014-04-28	-0.010286083477206387
2014-04-29	0.01993168520013633
2014-04-30	-0.012423218833486405
2014-05-01	0.01992938038317127
2014-05-02	-0.012056578470475587
2014-05-05	0.00617200779570215
2014-05-06	-0.001672978404655745
2014-05-07	-0.007680534102359804
2014-05-08	0.013087536407652367
2014-05-09	-0.0033337667855427577
2014-05-12	0.0020906136010996335
2014-05-13	-0.0013907993323908352
2014-05-14	0.005431746143064853
2014-05-15	-0.008588484909461847
2014-05-16	-0.007125920614854397
2014-05-19	0.0
2014-05-20	0.005910579971432073
2014-05-21	0.00657517584269951
2014-05-22	-0.0019457872909869334
2014-05-23	0.0008356105003251013
2014-05-27	0.006261262432796899
2014-05-28	0.0059458007050650075
2014-05-29	0.0027490989449097114
2014-05-30	0.0006854428217906161
2014-06-02	-0.0027396842224957085
2014-06-03	0.0061812765024509275
2014-06-04	0.0004095396491041736
2014-06-05	0.0032750800732455065
2014-06-06	0.006800870821954241
2014-06-09	0.0012159412505672318
2014-06-10	-0.0051274760530077845
2014-06-11	-0.001898915131811174
2014-06-12	-0.008017344302908236
2014-06-13	0.001917799858197844
2014-06-16	0.0004101555858246897
2014-06-17	0.00259672606479433
2014-06-18	0.004770971526842027
2014-06-19	0.005155301290703962
2014-06-20	0.0013497922588570077
2014-06-23	-0.0017523234739771354
2014-06-24	-0.00621116796700838
2014-06-25	-0.012499975380689698
2014-06-26	0.0028893654869412977
2014-06-27	0.0
2014-06-30	0.0009603470354009325
2014-07-01	0.00904610293847763
2014-07-02	0.0031240928953881753
2014-07-03	0.0037914527431572864
2014-07-07	-0.007958941855531032
2014-07-08	-0.012374267756056545
2014-07-09	0.008398742026977768
2014-07-10	-0.00983071056395124
2014-07-11	0.0041368321241710415
2014-07-14	0.005493017406690948
2014-07-15	0.0012291223216365221
2014-07-16	0.0053198663570643845
2014-07-17	-0.01424688556094067
2014-07-18	0.012388183165533917
2014-07-21	-0.0021754405910326957
2014-07-22	0.002452654403498622
2014-07-23	0.0036699285603694065
2014-07-24	0.0006771811245629422
2014-07-25	-0.0047367502640706105
2014-07-28	-0.0038074350803789514
2014-07-29	0.0009554967619855859
2014-07-30	-0.0036820437163359587
2014-07-31	-0.0177935322447923
2014-08-01	-0.0039018780791745256
2014-08-04	0.006715104994360566
2014-08-05	-0.013618617843347391
2014-08-06	-0.0032403965350210617
2014-08-07	-0.004098952869644457
2014-08-08	0.006386667378425859
2014-08-11	0.004512758120124083
2014-08-12	-0.002807869833088339
2014-08-13	0.006194600154413976
2014-08-14	0.006436254045276257
2014-08-15	-0.0019463282226396261
2014-08-18	0.010865005841338204
2014-08-19	0.002618195427935177
2014-08-20	0.001099425499059059
2014-08-21	0.007962683418656136
2014-08-22	-0.008989322380479225
2014-08-25	0.008246267956365738
2014-08-26	0.004225702781005758
2014-08-27	-0.0001356659031402918
2014-08-28	-0.0017649317994722358
2014-08-29	0.002991992715292602
2014-09-02	-0.0070508019398835
2014-09-03	0.007373935018148314
2014-09-04	0.0020333676657826594
2014-09-05	-0.006358241779564566
2014-09-08	-0.003948172881983347
2014-09-09	-0.003007124243995407
2014-09-10	0.003153217985203849
2014-09-11	-0.006423414411162343
2014-09-12	-0.0004126379718865092
2014-09-15	-0.0027521254063778144
2014-09-16	0.0073133540826471055
2014-09-17	-0.0060274307041952024
2014-09-18	0.011163247178091362
2014-09-19	0.0
2014-09-22	-0.0013630380233328188
2014-09-23	-0.014330496389652003
2014-09-24	0.004153910513605474
2014-09-25	-0.009376728304644755
2014-09-26	-0.001391961013622045
2014-09-29	-0.0037635440633705386
2014-09-30	-0.0012593251119056292
2014-10-01	-0.0075651574153218215
2014-10-02	-0.009457908012157068
2014-10-03	0.007980692640749076
2014-10-06	-0.004382937555139965
2014-10-07	-0.012922409207277497
2014-10-08	0.022586673091265608
2014-10-09	-0.028137309348326478
2014-10-10	-0.008251298200863344
2014-10-13	-0.010071557727208913
2014-10-14	-0.006930127142701692
2014-10-15	0.0011878520099064538
2014-10-16	-0.00311432720632121
2014-10-17	0.01785178408881971
2014-10-20	0.00555400311286447
2014-10-21	0.01802322396463696
2014-10-22	-0.007138777747919045
2014-10-23	0.01107271545770816
2014-10-24	-0.0028445022782929152
2014-10-27	0.0007132085483170236
2014-10-28	0.01525085004238802
2014-10-29	-0.0029482901020633223
2014-10-30	0.0002816709857291766
2014-10-31	0.013372704617104603
2014-11-03	0.002083643982915051
2014-11-04	-0.004297166082846249
2014-11-05	0.004733347197878324
2014-11-06	0.00027718266549081605
2014-11-07	-0.0001385529282754705
2014-11-10	0.002493769803473933
2014-11-11	0.004560555946256928
2014-11-12	-0.002338778272526265
2014-11-13	-0.0033094025769301316
2014-11-14	0.0044272233014464035
2014-11-17	0.002479343098608311
2014-11-18	0.002610640898503158
2014-11-19	-0.006441019773064993
2014-11-20	0.0026207233297412813
2014-11-21	0.00935479821621854
2014-11-24	0.0
2014-11-25	0.0005451944122927266
2014-11-26	0.0010896907460780092
2014-11-28	-0.0028575192621713708
2014-12-01	-0.0020469640881228823
2014-12-02	-0.0016408467345032651
2014-12-03	0.005752611377296324
2014-12-04	-0.004357887695687013
2014-12-05	0.0038298287096065753
2014-12-08	-0.006267871485192256
2014-12-09	-0.0024681242893537236
2014-12-10	-0.013745704467353903
2014-12-11	0.0006969066447082284
2014-12-12	-0.015459617871483977
2014-12-15	-0.007497506874981075
2014-12-16	-0.008694421016414489
2014-12-17	0.003738238611469935
2014-12-18	0.028649191662287965
2014-12-19	0.0032029433888494108
2014-12-22	0.004164289541237709
2014-12-23	0.0027647855648558206
2014-12-24	0.004549239411217654
2014-12-26	0.0012350258611022458
2014-12-29	-0.0028782769614555948
2014-12-30	-0.005910657115818285
2014-12-31	-0.009126051375828226
2015-01-02	-0.00013957766842476182
2015-01-05	-0.023447317088597597
2015-01-06	-0.013291414734184825
2015-01-07	0.01013900548898694
2015-01-08	0.022225453100609416
2015-01-09	-0.009538508857385497
2015-01-12	-0.001841060080643997
2015-01-13	-0.007094210785828725
2015-01-14	-0.000571604938675363
2015-01-15	-0.006863073208150494
2015-01-16	0.01338900543382926
2015-01-20	0.005114371550974939
2015-01-21	-0.001837417009441289
2015-01-22	0.012461019812981533
2015-01-23	-0.006433553628988231
2015-01-26	0.012528144400036245
2015-01-27	-0.0029194923339593837
2015-01-28	-0.013943111865303948
2015-01-29	-0.002403820220743258
2015-01-30	-0.009638558125602215
2015-02-02	0.017604060100015362
2015-02-03	0.008298227566065464
2015-02-04	-0.006556021825878222
2015-02-05	0.011092402442948845
2015-02-06	-0.0026385562528772333
2015-02-09	-0.0072402763196318665
2015-02-10	0.009677346177823232
2015-02-11	0.0
2015-02-12	0.00972363659409159
2015-02-13	0.004264651921612295
2015-02-17	0.008904130491491857
2015-02-18	0.004209063844823113
2015-02-19	-0.002839360290321391
2015-02-20	0.006237275721663105
2015-02-23	0.0022907717429265784
2015-02-24	0.006453393044613787
2015-02-25	-0.000935074729541685
2015-02-26	-0.0033426928324599148
2015-02-27	0.0
2015-03-02	0.002280630089312119
2015-03-03	-0.005487833459230429
2015-03-04	-0.0029609853521792573
2015-03-05	-0.0012149563318102352
2015-03-06	-0.013109896590199788
2015-03-09	0.0052041207926922795
2015-03-10	-0.020163533054039284
2015-03-11	0.0011123725402044649
2015-03-12	0.010833316379123215
2015-03-13	-0.00535860670774535
2015-03-16	0.011880102467227482
2015-03-17	-0.0027303337643984626
2015-03-18	0.01752222759511679
2015-03-19	-0.00861024315730674
2015-03-20	0.01519873904303437
2015-03-23	0.003742798936433145
2015-03-24	-0.0037288426282101605
2015-03-25	-0.008020298004302928
2015-03-26	-0.011723524556195075
2015-03-27	0.0006817978491222565
2015-03-30	0.002861412811270281
2015-03-31	-0.0017662670667537572
2015-04-01	-0.004083340775463018
2015-04-02	0.006696808875581217
2015-04-06	0.012625476914816414
2015-04-07	-0.006301027140148019
2015-04-08	0.0028332309321499327
2015-04-09	-0.0009417421377618806
2015-04-10	0.008887638213423088
2015-04-13	-0.005605955408570784
2015-04-14	0.0038926297386221442
2015-04-15	0.0006684773599581195
2015-04-16	0.00200429627497134
2015-04-17	-0.010668028339147151
2015-04-20	0.010917880198662466
2015-04-21	-0.0037333170572916297
2015-04-22	0.0033458243564741252
2015-04-23	0.0044017850564415095
2015-04-24	0.004249663769658296
2015-04-27	-0.0010579453603405398
2015-04-28	0.001720906166831293
2015-04-29	-0.0071362617760569735
2015-04-30	-0.004658571634716391
2015-05-01	0.003610648259808391
2015-05-04	0.010393054597998441
2015-05-05	-0.012791786855870568
2015-05-06	-0.004675373647708647
2015-05-07	0.0037578683568542104
2015-05-08	0.013638141871644693
2015-05-11	-0.0017147771745738005
2015-05-12	-0.00554965865818835
2015-05-13	0.006245033316001791
2015-05-14	0.0073946591016818
2015-05-15	0.002490528760336952
2015-05-18	-0.00836829224570046
2015-05-19	0.01819626779337047
2015-05-20	-0.008029043470356823
2015-05-21	0.0027415024628703044
2015-05-22	-0.0018226714503101205
2015-05-26	-0.01447763971385041
2015-05-27	0.0072790242129283644
2015-05-28	-0.005649721478484637
2015-05-29	-0.007663871943919931
2015-06-01	0.004527349856103147
2015-06-02	0.003446374581414835
2015-06-03	-0.0018493975600046841
2015-06-04	-0.009925887033259917
2015-06-05	-0.00106929827925073
2015-06-08	-0.006690753078276268
2015-06-09	0.0010776532135599037
2015-06-10	0.015206633292128569
2015-06-11	0.0010603684924623824
2015-06-12	-0.006885549075486441
2015-06-15	-0.0054667154947917185
2015-06-16	0.002413196326761957
2015-06-17	0.0032099171317312436
2015-06-18	-0.0015998232657571387
2015-06-19	0.006542901158539172
2015-06-22	0.0011940033240194214
2015-06-23	0.001589971051366268
2015-06-24	-0.008334399840447815
2015-06-25	-0.013340448401994998
2015-06-26	0.0036506797701898464
2015-06-29	-0.026943283167899623
2015-06-30	-0.00041542859333854043
2015-07-01	0.008171800446308941
2015-07-02	0.002060743563569778
2015-07-06	-0.01288733767402006
2015-07-07	0.003472222222222321
2015-07-08	-0.02712801501000217
2015-07-09	0.01963290987969124
2015-07-10	0.018696860632344547
2015-07-13	0.0009587685628826836
2015-07-14	0.00862065185595351
2015-07-15	0.00013569578557448558
2015-07-16	0.00786763186992201
2015-07-17	-0.00026923649581822584
2015-07-20	-0.002557921978038724
2015-07-21	-0.0021594822597260643
2015-07-22	-0.005275252103862593
2015-07-23	0.00353551989384826
2015-07-24	-0.012330672418416677
2015-07-27	-0.009740692693344766
2015-07-28	0.017871999308302078
2015-07-29	0.005172141651072826
2015-07-30	0.0013540755069363364
2015-07-31	0.0020284182835583753
2015-08-03	-0.003238837634434666
2015-08-04	-0.0008123146235845535
2015-08-05	0.003794021242797374
2015-08-06	-0.010664158963292203
2015-08-07	0.0016373686053072767
2015-08-10	0.007764605181710849
2015-08-11	-0.005677288176284989
2015-08-12	-0.008292558871629496
2015-08-13	-0.0008224477190358348
2015-08-14	0.0009603470354009325
2015-08-17	0.0024671094768982105
2015-08-18	0.0012305710696778327
