LQD,GSPC,IEF
0.3621383386329577,0.29597581819541613,0.35039311602655465
0.365689062686474,0.287222703295937,0.35183682730145627
0.36643471148692747,0.28059294398642015,0.35455436716472105
0.3655470304735485,0.27096971541104464,0.3563377466258079
0.36430428247279273,0.27907673984412906,0.3534503564716353
0.3653339956990974,0.2846610707201678,0.3545543671647212
0.3642687676470927,0.2939758586714041,0.3533229768523621
0.3657245775121742,0.29500830743197437,0.3559556077679882
0.3662216767124765,0.29343689509316206,0.3566774472076237
0.3692397867399904,0.2870766175727662,0.3595223666901617
0.36938181895291605,0.29857317955019747,0.35846082666871043
0.3682811031650859,0.3020244250356667,0.35638021729744257
0.36650574113832773,0.30154391952624643,0.3540448162919976
0.3685651675909371,0.30866393396208536,0.3543845168738133
0.3725064734575301,0.30435555447362755,0.35765407828143625
0.3730035726578324,0.30822886721598985,0.3567623561552623
0.37247095863183,0.31255997599425733,0.35485159707490227
0.37353615959396014,0.3054691707765348,0.35646512624508114
0.3739267414070369,0.30777109099637934,0.356634976535989
0.37300357265783246,0.3035081700875409,0.35557343651453777
0.3737137066325859,0.29800500675383906,0.35688976817016604
0.3750984868462673,0.2979822774640294,0.3585457680119796
0.3753115216207183,0.2974206044122722,0.3592251367799805
0.37513400167196725,0.2850669084318524,0.3619002383672412
0.37651878188564863,0.2900603372217231,0.3617728263523374
0.37758398284777867,0.2854337873085188,0.363216537627239
0.37502748428474175,0.2902291522347036,0.360414056420705
0.37527603388489295,0.293164183248035,0.359904537943612
0.37687384887302533,0.29531349818381303,0.36117836653197516
0.3763767496727231,0.2952712894764942,0.3598620672719774
0.3783296587381069,0.28795321117696937,0.36173038807633334
0.37896879015133483,0.2888947625945954,0.3634288261941509
0.3804600877522417,0.2893135799791879,0.36355623820905464
0.38074415217809293,0.283605892669788,0.3647451578497791
0.38028254071361606,0.28228773257488826,0.36516976737923357
0.38028254071361606,0.27380084959222956,0.36699561751195486
0.38046008775224177,0.2744729192207346,0.3668682378926817
0.37928834231301156,0.27067752414840857,0.3689488472639496
0.37921733975148614,0.26599901591098374,0.3702651465239474
0.37843617612533265,0.2726125456752922,0.367462697713044
0.37886224567423477,0.27757676524704644,0.3672079384744975
0.3818803827916233,0.26862235642787535,0.36962824842758113
0.3811702217269953,0.26469710517758704,0.3717937667464878
0.37932385713871164,0.2752910745724105,0.36746269771304413
0.3792173397514861,0.26879767118545717,0.36869408802540327
0.3790397927128604,0.26588863915053057,0.36848176706286084
0.37815211169948143,0.25992444972491746,0.3688639383163112
0.3763767496727233,0.2549570000971571,0.3703076171955823
0.3728615404449071,0.25926535976932036,0.36962824842758135
0.3714767602312257,0.2521908039131007,0.37149653683630685
0.3714057305798256,0.26100883699341376,0.36937345679340433
0.37247095863183033,0.2712034882374483,0.3667408582734087
0.3731455777808836,0.27319046808855246,0.3664436283632275
0.36874268753968836,0.2861220864822325,0.36028667680143184
0.3678550065263093,0.27922284538359454,0.36028667680143184
0.3650854460989466,0.2854500168537275,0.35837591772107186
0.3660441296738512,0.28713505582529364,0.35943745774252317
0.36387821292389105,0.2921122352536613,0.35667744720762373
0.365369510524798,0.2890083892273494,0.35650759691671596
0.3660796444995514,0.2909499303151287,0.3572719070279861
0.36746442471323276,0.2865214244493159,0.35897037754143424
0.3699854355404444,0.29144018544145084,0.3605414684356091
0.371015148766749,0.28903111851715907,0.36096607796506347
0.3731810926065839,0.286407797816562,0.36423560697705587
0.37325212225798404,0.2891869736735263,0.36419313630542133
0.3772644306861025,0.28757985237199646,0.36606145710977733
0.3727550230576817,0.2925148429093399,0.362622077806877
0.37353615959396064,0.29491414040043534,0.3614755964421566
0.37314557778088386,0.2971998310750714,0.36049899776397454
0.3742818354842887,0.29991731880720784,0.361687917404699
0.379572406738863,0.2930635362881893,0.3652122380508685
0.38006950593916533,0.2904953841515243,0.3661039277814119
0.38109921916547,0.28447275647338405,0.36703808818358996
0.37793907692503054,0.2866675299887814,0.3658916068188695
0.37939485970023745,0.28653117406621786,0.3663162163483239
0.37687384887302583,0.29358950037722903,0.36173038807633373
0.37903979271286076,0.29539466572615025,0.36198514731488024
0.3816673209272979,0.2923200289179547,0.362324847896696
0.3809571869525445,0.2911447244902198,0.3626220778068771
0.3797144389517888,0.2967972432356876,0.3606263773832479
0.3797144389517888,0.3031640205006847,0.3585457680119799
0.37815211169948176,0.30212182212321265,0.358121126086895
0.3781165968737817,0.30287505929405456,0.3575691369381673
0.3802470258879165,0.29652451157426596,0.36079622767415576
0.3781165968737817,0.30482308031014055,0.356677447207624
0.3781165968737817,0.3039919254692623,0.35718699808034754
0.3771223984731771,0.3034140228722966,0.35485159707490255
0.377797044712105,0.29894005842686444,0.354809126403268
0.377797044712105,0.2979108595385948,0.35604051671562714
0.378649210899784,0.29432973805886864,0.35701714778943966
0.37886224567423504,0.296173862242808,0.35846082666871076
0.37886224567423504,0.28960579105811896,0.3598195966003432
0.3795724067388631,0.2936479386297563,0.3595223666901621
0.3811702217269956,0.2938135235867308,0.36071128633088667
0.3811702217269956,0.29271613682903214,0.3610085162410677
0.3792173397514864,0.2887876158901487,0.35969221698106996
0.37903979271286076,0.295579730100634,0.3582060674301643
0.38046008775224216,0.2931739130486429,0.3590552864890731
0.38237748199192595,0.28932007972378965,0.3612633078752448
0.38482746316773736,0.28708959724567473,0.3631315962839702
0.3849340076448376,0.2908265540654735,0.3631315962839702
0.38500501020636313,0.2913525181545132,0.36291930771705827
0.3858216886582167,0.2897583765258912,0.3642780776486907
0.38709992439479785,0.28884605414267606,0.3648300667974184
0.3893368978860329,0.28421627417346573,0.3669956175119556
0.39050864332526314,0.2855117049785558,0.3676749862799566
0.38947893009895845,0.28565131077342,0.3658066978712311
0.3810992191654701,0.29513493355393133,0.36003191756288583
0.38326516300530494,0.2949920778867666,0.3606263773832481
0.3830876159666793,0.3016218371962835,0.3597346876527047
0.38454342583176077,0.2996478370180872,0.3608811366217946
0.38493400764483754,0.29542712481656763,0.36173038807633395
0.38184486796592354,0.3011543113597711,0.3573568483712556
0.3828390663665282,0.3011543113597711,0.3577389872290754
0.38241296972775135,0.3007289942305775,0.35837591772107225
0.3834781977797561,0.30248220125527814,0.35922513677998097
0.3834781977797561,0.2981186333865937,0.3600319175628857
0.3825905167663771,0.2969433289588587,0.3599045379436125
