,Final Portfolio Value
0,1.0083107218924918
1,1.000969083132406
2,0.9945645238154666
3,0.9817989395174421
4,0.9895961780379664
5,0.998991161020912
6,1.0097478299422882
7,1.014427510530853
8,1.0132857018313863
9,1.0096255360294182
10,1.0246845021122555
11,1.026843165780935
12,1.0227965999345572
13,1.0347943576062635
14,1.0351484034724563
15,1.0403079962413893
16,1.0443531470873118
17,1.036885244080942
18,1.040527976103473
19,1.0330677207147592
20,1.0271984066410667
21,1.0297000636364024
22,1.0296168760267923
23,1.0144635928195915
24,1.0225668355511335
25,1.0183357266518167
26,1.0203606972970707
27,1.024255387783345
28,1.0296650958312028
29,1.0282029226093112
30,1.0214953259662274
31,1.0245868485563299
32,1.0267472128720976
33,1.0200827013195994
34,1.0181152440432126
35,1.0078197913245586
36,1.008825829668794
37,1.0039086205101309
38,0.9983742430021689
39,1.00466262738711
40,1.0116724833797193
41,1.0041906893130539
42,0.9996202595346719
43,1.0092022209640699
44,1.00110402260606
45,0.996820665610248
46,0.9880722982751127
47,0.9805145021178256
48,0.982368242280036
49,0.9726282353408464
50,0.983098662868313
51,0.9962377201650614
52,0.9994174448583614
53,1.0083503775393312
54,0.9980671877283084
55,1.0024380934656998
56,1.0064261283282379
57,1.0091213086147222
58,1.0062838942561294
59,1.0101664146233043
60,1.0067017972478363
61,1.0170147081301313
62,1.0150657123832463
63,1.015923546307073
64,1.0197479075500913
65,1.0228873457243464
66,1.022696863435613
67,1.025961942024729
68,1.0280081855080485
69,1.0336676080351364
70,1.032092563511439
71,1.0297109958055313
72,1.0231944725738658
73,1.0222091490251166
74,1.0237822855769783
75,1.0276980681719194
76,1.0325123454073184
77,1.0312096403029865
78,1.0290986609408042
79,1.0341679987379957
80,1.0414034722077299
81,1.038119145243037
82,1.0387293799192219
83,1.03445022834904
84,1.0407680501731174
85,1.0399868543215662
86,1.0365950184667656
87,1.031157553021344
88,1.0306024601785215
89,1.0272585930975766
90,1.0309740069242839
91,1.0229690065082604
92,1.0289812480108138
93,1.0316331751362624
94,1.0303439113966633
95,1.022126036431029
96,1.030169525710433
97,1.0289101172986772
98,1.0271141478698507
99,1.0278307481164484
100,1.0330234213922753
101,1.0336649631676358
102,1.0332516078086122
103,1.0336773219499111
104,1.031118352287846
105,1.0345285379336306
106,1.0323980160258486
107,1.032893364256357
108,1.0352899840640644
109,1.043520685706866
110,1.0430887647666742
111,1.0383218859507037
112,1.039999422182056
113,1.0412637617457179
114,1.0406928646608415
115,1.0447352643792613
116,1.0393511915761513
117,1.036769747178389
118,1.0339153066721114
119,1.0287551355245794
120,1.026471559750538
121,1.0300932216197873
122,1.020881613706454
123,1.0116833312537523
124,1.0177798189745877
125,1.0169822991379205
126,1.0105425448126524
127,1.0166324564247002
128,1.0162258705753302
129,1.012438871558543
130,1.0088674711215342
131,1.0081059851647676
132,1.0053436629623667
133,1.0052542089673002
134,1.0039277681839747
135,0.999821774468952
136,1.0001467483950954
137,1.0068338095971634
138,1.0152432414165475
139,1.0147600594772066
140,1.0130888534428042
141,1.0159732856812314
142,1.011364864549082
143,1.015076893981921
144,1.0120396060681442
145,1.0182178141851286
146,1.0209162099836124
147,1.0186916534019819
148,1.0137379115293952
149,1.0174623108517744
150,1.0128335885098316
151,1.0167863336373417
152,1.0092818296891846
153,1.0053466393479795
154,1.005576584357527
155,1.012486449963394
156,1.0134428361661747
157,1.022463031882312
158,1.0211711274778417
159,1.0212806597265611
160,1.0228644713984845
161,1.0275116486066722
162,1.0190360410826003
163,1.0241381087178163
164,1.0243225380085208
165,1.0246939888290802
166,1.0244587535540655
167,1.021322647499721
168,1.0243228484500575
169,1.031304887227323
170,1.0298118814059418
171,1.0294687605613184
172,1.028647133943694
173,1.0302868569716872
174,1.0269862437620794
175,1.027354088597497
176,1.0238679385991347
177,1.030862865328685
178,1.034918525885808
179,1.033304718441175
180,1.0382005986620397
181,1.0378635409763073
182,1.046654328878252
183,1.0522078311380245
184,1.0526381041481963
185,1.0475063390908228
186,1.05454098229673
187,1.0539977473130087
188,1.057934228402108
189,1.0560859020228375
190,1.0594440716495341
191,1.0604608235591564
192,1.067581111549596
193,1.0699067283707353
194,1.0660739310287206
195,1.0715717961428286
196,1.079215328270366
197,1.0782428544803468
198,1.0800971836849085
199,1.0829566638160137
200,1.0859994083992142
201,1.0738633279031018
202,1.0763763507653943
203,1.0771903335477622
204,1.0849035813106518
205,1.0857810103449892
206,1.0914551145764158
207,1.0906360699268833
208,1.0933947499861607
209,1.0995912344088028
210,1.0950835798500527
211,1.102575710884973
212,1.110356326719097
213,1.1104665868408445
214,1.1098034536612444
215,1.106899906651402
