time	IEF
2002-07-31	0.009172068372141684
2002-08-01	0.004120261525891955
2002-08-02	0.007723864167682448
2002-08-05	0.0050299181909618795
2002-08-06	-0.00810295900873148
2002-08-07	0.003123524061785732
2002-08-08	-0.003473064856614916
2002-08-09	0.007451060610547788
2002-08-12	0.0020278917479676917
2002-08-13	0.007976168677920281
2002-08-14	-0.002952639723709072
2002-08-15	-0.005804286595563868
2002-08-16	-0.006553116284498506
2002-08-19	0.0009594846928517864
2002-08-20	0.00922602780862225
2002-08-21	-0.0024932530630120686
2002-08-22	-0.005355831542744105
2002-08-23	0.004547053425937753
2002-08-26	0.0004764850146690147
2002-08-27	-0.0029765449024715673
2002-08-28	0.0037019966073155164
2002-08-29	0.004640087751195843
2002-08-30	0.0018947895320806651
2002-09-03	0.007446866361412674
2002-09-04	-0.0003520639154001026
2002-09-05	0.003990657035958689
2002-09-06	-0.007715731295831363
2002-09-09	-0.0014137031228834696
2002-09-10	0.003539351283652792
2002-09-11	-0.003644457647441257
2002-09-12	0.005191769220132647
2002-09-13	0.004695315002009703
2002-09-16	0.00035058312858127216
2002-09-17	0.0032702495948944144
2002-09-18	0.0011641265697879266
2002-09-19	0.005000003548555565
2002-09-20	-0.0003470875759684633
2002-09-23	0.005671271471248351
2002-09-24	0.003567701240318799
2002-09-25	-0.00756876210794577
2002-09-26	-0.0006932927889879981
2002-09-27	0.0065911155492399676
2002-09-30	0.005858638586522691
2002-10-01	-0.011649116851377705
2002-10-02	0.0033510620806489477
2002-10-03	-0.0005758729782719962
2002-10-04	0.0010371510549804785
2002-10-07	0.003913852044905131
2002-10-08	-0.0018346065175378623
2002-10-09	0.005054506566187111
2002-10-10	-0.005714938989695106
2002-10-11	-0.0071272000507282
2002-10-14	-0.0008104630380713074
2002-10-15	-0.01680190644682933
2002-10-16	0.0
2002-10-17	-0.0053034408524996746
2002-10-18	0.0029620852545049203
2002-10-21	-0.007678694792228602
2002-10-22	-0.00047620137532555784
2002-10-23	0.0021438816953140982
2002-10-24	0.004753999628957839
2002-10-25	0.004376658890171248
2002-10-28	0.0011776995619858788
2002-10-29	0.009057718194530384
2002-10-30	-0.00011660219599918253
2002-10-31	0.005130027499445244
2002-11-01	-0.00939563353666295
2002-11-04	-0.0031616424781809593
2002-11-05	-0.0027017001639786375
2002-11-06	0.0032979832068851245
2002-11-07	0.009744092839645724
2002-11-08	0.002441565855794803
2002-11-11	0.0025516262768308096
2002-11-12	-0.003123603248900375
2002-11-13	0.0011604790094696948
2002-11-14	-0.012518769487479209
2002-11-15	0.0007042793388227775
2002-11-18	0.0009384379009347299
2002-11-19	0.0008203409506870596
2002-11-20	-0.0055035270761757404
2002-11-21	-0.005769432026478727
2002-11-22	-0.0011843451045020492
2002-11-25	-0.0015413476293876238
2002-11-26	0.009025081872618301
2002-11-27	-0.011415808011860817
2002-11-29	0.0014286041259765625
2002-12-02	-0.006538314714690907
2002-12-03	-0.00011968572773712882
2002-12-04	0.003470571134519096
2002-12-05	0.002743033525570926
2002-12-06	0.004043724197030807
