time	LQD
2002-07-31	0.006116159617134853
2002-08-01	0.00980488303701832
2002-08-02	0.0020390240686327665
2002-08-05	-0.0024224806917909625
2002-08-06	-0.0033996938756302164
2002-08-07	0.0028265196865524533
2002-08-08	-0.0029157649289285326
2002-08-09	0.003996526725266625
2002-08-12	0.0013592173752274839
2002-08-13	0.008241210773231922
2002-08-14	0.0003846611823161705
2002-08-15	-0.002979886208125615
2002-08-16	-0.004820670980672848
2002-08-19	0.0056190837453542475
2002-08-20	0.010693647184172761
2002-08-21	0.0013344713064671332
2002-08-22	-0.001427905964029308
2002-08-23	0.0028598228598621933
2002-08-26	0.0010456332085797548
2002-08-27	-0.0024688492342930246
2002-08-28	0.001903826201163028
2002-08-29	0.0037054573838330995
2002-08-30	0.0005679435719461168
2002-09-03	-0.0004729936027128012
2002-09-04	0.0036914281496995827
2002-09-05	0.0028290778929949134
2002-09-06	-0.006770675344212385
2002-09-09	0.0006627503598175544
2002-09-10	0.004257705912076748
2002-09-11	-0.0013190068819812772
2002-09-12	0.005188708035451128
2002-09-13	0.001689350539843204
2002-09-16	0.003935146216951901
2002-09-17	0.0007466339702790759
2002-09-18	-0.001212392788795813
2002-09-19	0.0
2002-09-20	0.0004668819091524501
2002-09-23	-0.003079811725200776
2002-09-24	-0.0001871994301023694
2002-09-25	-0.0020599364645758067
2002-09-26	0.0011258689728463889
2002-09-27	0.007966317974010373
2002-09-30	-0.0018596426960626466
2002-10-01	-0.004843937125828313
2002-10-02	-0.00028080856297574286
2002-10-03	-0.0004681933551404782
2002-10-04	-0.0023419203747072626
2002-10-07	-0.0046948356807511304
2002-10-08	-0.00933960248839183
2002-10-09	-0.003713926118604327
2002-10-10	-0.00019120886958290395
2002-10-11	0.002868098050996082
2002-10-14	0.0018111993255294223
2002-10-15	-0.011799390113047759
2002-10-16	-0.0024073182828432405
2002-10-17	-0.0075289458569993695
2002-10-18	0.002625915618243324
2002-10-21	-0.005917091886953774
2002-10-22	0.004098342654053955
2002-10-23	0.0019436049103642716
2002-10-24	0.0037827293445240606
2002-10-25	0.006860557533369338
2002-10-28	0.0027831182727517945
2002-10-29	0.005837885183487712
2002-10-30	0.00019033561133552368
2002-10-31	0.010749593073566599
2002-11-01	-0.011952909581801507
2002-11-04	0.002095576150446643
2002-11-05	-0.0010456332085796438
2002-11-06	0.003045078840709481
2002-11-07	0.014135260525611093
2002-11-08	0.0013096294448091683
2002-11-11	0.0027092760934877003
2002-11-12	-0.008292177158902514
2002-11-13	0.003851898001792531
2002-11-14	-0.0066448207263626324
2002-11-15	0.005747132220268902
2002-11-18	0.006932064297606955
2002-11-19	-0.001860609844793748
2002-11-20	-0.0032621723472316955
2002-11-21	0.0
2002-11-22	-0.004114479440444518
2002-11-25	-9.391677211711968e-05
2002-11-26	0.00563431764632627
2002-11-27	-0.005602749973283916
2002-11-29	0.0
2002-12-02	-0.0026293434586699416
2002-12-03	0.001788931767668478
2002-12-04	0.0
2002-12-05	0.002255618988042496
2002-12-06	0.0005626177694781909
2002-12-09	0.0
2002-12-10	0.001874457201097579
2002-12-11	0.0042095130198220865
2002-12-12	0.0
2002-12-13	-0.005123385469780639
2002-12-16	-0.0004681933551404782
2002-12-17	0.0037470868934792456
2002-12-18	0.0050396724949828275
2002-12-19	0.006407231835537708
2002-12-20	0.00027686297704221374
2002-12-23	0.00018445385472665166
2002-12-24	0.002121215127605325
2002-12-26	0.0033130219843950925
2002-12-27	0.005778801157691804
2002-12-30	0.0030095925805966317
2002-12-31	-0.002636851306379473
2003-01-02	-0.02151518422667753
2003-01-03	0.005683411906688862
2003-01-06	-0.00046324856982427054
2003-01-07	0.003800200801082898
2003-01-08	0.0010157027447079692
2003-01-09	-0.008025115000398375
2003-01-10	0.0026036709774330813
2003-01-13	-0.0011129915314569416
2003-01-14	0.0027855437349917356
2003-01-15	0.0
2003-01-16	-0.0023148148148147696
2003-01-17	0.004640371229698292
2003-01-21	0.000646648451032128
2003-01-22	0.0020310304775013055
2003-01-23	0.0004606174861025991
2003-01-24	0.004512436777687645
2003-01-27	-0.005867247698067346
2003-01-28	0.0030431039674538862
2003-01-29	-0.005883969931052113
2003-01-30	0.0034218325717227938
2003-01-31	0.0027650050853254005
2003-02-03	-0.003216967772961543
2003-02-04	0.0019364381722151158
2003-02-05	-0.0014725166272487877
2003-02-06	0.0017511745751728203
2003-02-07	0.0022080951180298847
2003-02-10	-0.006150722180007895
2003-02-11	0.0036948228153141915
2003-02-12	-0.0013804667846814
2003-02-13	0.0
2003-02-14	-0.0004608151393733495
2003-02-18	0.0031348328430313988
2003-02-19	0.003216897649852113
2003-02-20	0.0025652659219659313
2003-02-21	-0.00274150645089255
2003-02-24	0.0032988235994872994
2003-02-25	0.001826692680052533
2003-02-26	0.002734938605945647
2003-02-27	0.004182190139165209
2003-02-28	0.00036216312025882935
2003-03-03	0.001900616241585773
2003-03-04	0.0005420523002934718
2003-03-05	-0.0005417586387771456
2003-03-06	-0.0017163036788568897
2003-03-07	0.00027145759403657266
2003-03-10	0.002804392582108406
2003-03-11	-0.0022552999859387635
2003-03-12	-0.0018082906962153533
2003-03-13	-0.006340621086609599
2003-03-14	-0.001185025132492079
2003-03-17	-0.005202151103511854
2003-03-18	-0.0039449569282181685
2003-03-19	-0.0052500662837470236
2003-03-20	0.0017592818648726194
2003-03-21	-0.005083677228454486
2003-03-24	0.007989600661724605
2003-03-25	0.001106016097530249
2003-03-26	0.004419036230913331
2003-03-27	0.0013748994315017082
2003-03-28	0.004027482301201424
2003-03-31	0.004649416496351755
2003-04-01	-0.0012704119194685282
2003-04-02	-0.0029075022889570867
2003-04-03	9.114394409670545e-05
2003-04-04	-0.0024601060871654035
2003-04-07	-0.001826859440117623
2003-04-08	0.0036603361122538036
2003-04-09	0.0032822812668662493
2003-04-10	-0.0036350556393213163
2003-04-11	-0.0035570904033155326
2003-04-14	0.0005491767377001633
2003-04-15	0.001829700687071334
2003-04-16	0.006757354116831982
2003-04-17	-0.0020861982488308284
2003-04-21	0.0020905595705458246
2003-04-22	0.00045354241957196173
2003-04-23	0.005802351513518378
2003-04-24	0.0058589677499572
2003-04-25	8.963291118124772e-05
2003-04-28	0.000537680903303972
