LQD,GSPC,IEF
0.0061161596171348,0.0097919377184245,0.0091720683721416
0.0098048830370183,-0.0295737501558317,0.0041202615258919
0.0020390240686327,-0.023082295492101,0.0077238641676824
-0.0024224806917909,-0.0342960462179022,0.0050299181909618
-0.0033996938756302,0.0299185627470823,-0.0081029590087314
0.0028265196865524,0.020010019033323,0.0031235240617857
-0.0029157649289285,0.0327223807866341,-0.0034730648566149
0.0039965267252666,0.0035120188618082,0.0074510606105477
0.0013592173752274,-0.0053266714842417,0.0020278917479676
0.0082412107732319,-0.0216751118443253,0.0079761686779202
0.0003846611823161,0.0400470162796076,-0.002952639723709
-0.0029798862081256,0.0115591276171174,-0.0058042865955638
-0.0048206709806728,-0.0015909491736092,-0.0065531162844985
0.0056190837453542,0.023611865386061,0.0009594846928517
0.0106936471841727,-0.013958156475084,0.0092260278086222
0.0013344713064671,0.0127262758488539,-0.002493253063012
-0.0014279059640293,0.0140516000898529,-0.0053558315427441
0.0028598228598621,-0.0226862226846756,0.0045470534259377
0.0010456332085797,0.0075356875261514,0.000476485014669
-0.002468849234293,-0.0138509464779087,-0.0029765449024715
0.001903826201163,-0.0181318457823213,0.0037019966073155
0.003705457383833,-7.627150314437614e-05,0.0046400877511958
0.0005679435719461,-0.0018849209977764,0.0018947895320806
-0.0004729936027128,-0.0415361134943281,0.0074468663614126
0.0036914281496995,0.0175166904406387,-0.0003520639154001
0.0028290778929949,-0.0159503017803764,0.0039906570359586
-0.0067706753442123,0.0168002708137757,-0.0077157312958313
0.0006627503598175,0.0101128056597081,-0.0014137031228834
0.0042577059120767,0.0073314376673345,0.0035393512836527
-0.0013190068819812,-0.0001429284728884,-0.0036444576474412
0.0051887080354511,-0.0247842528560754,0.0051917692201326
0.0016893505398432,0.0032698069723813,0.0046953150020097
0.0039351462169519,0.0014497230092751,0.0003505831285812
0.000746633970279,-0.0197283767661736,0.0032702495948944
-0.0012123927887958,-0.0046478586269521,0.0011641265697879
0.0,-0.0300646539091358,0.0050000035485555
0.0004668819091524,0.0024545929258652,-0.0003470875759684
-0.0030798117252007,-0.0138279400499752,0.0056712714712483
-0.0001871994301023,-0.0172844356107663,0.0035677012403187
-0.0020599364645758,0.0248629858334574,-0.0075687621079457
0.0011258689728463,0.018209798670334,-0.0006932927889879
0.0079663179740103,-0.0322592159729276,0.0065911155492399
-0.0018596426960626,-0.0146125263082571,0.0058586385865226
-0.0048439371258283,0.0400229892492245,-0.0116491168513777
-0.0002808085629757,-0.0235874097881272,0.0033510620806489
-0.0004681933551404,-0.0108223855589861,-0.0005758729782719
-0.0023419203747072,-0.0224311555569567,0.0010371510549804
-0.0046948356807511,-0.0191111287645988,0.0039138520449051
-0.0093396024883918,0.0168983776500408,-0.0018346065175378
-0.0037139261186043,-0.0272869305120984,0.0050545065661871
-0.0001912088695829,0.0349657201749178,-0.0057149389896951
0.002868098050996,0.0390586439963784,-0.0071272000507282
0.0018111993255294,0.0073265276343514,-0.0008104630380713
-0.0117993901130477,0.0473355402337403,-0.0168019064468293
-0.0024073182828432,-0.0241129273991448,0.0
-0.0075289458569993,0.0223017979119082,-0.0053034408524996
0.0026259156182433,0.0059030964164545,0.0029620852545049
-0.0059170918869537,0.0173339316373686,-0.0076786947922286
0.0040983426540539,-0.0106255255744992,-0.0004762013753255
0.0019436049103642,0.0067179402403159,0.002143881695314
0.003782729344524,-0.0152208521274307,0.0047539996289578
0.0068605575333693,0.0171671664748582,0.0043766588901712
0.0027831182727517,-0.0082660766930362,0.0011776995619858
0.0058378851834877,-0.009076256958267,0.0090577181945303
0.0001903356113355,0.0097035621172028,-0.0001166021959991
0.0107495930735665,-0.0055573779175274,0.0051300274994452
-0.0119529095818015,0.0171604182165021,-0.0093956335366629
0.0020955761504466,0.008202310239139,-0.0031616424781809
-0.0010456332085796,0.0077503597200614,-0.0027017001639786
0.0030450788407094,0.0091436382123986,0.0032979832068851
