Price	close	open	high	low
Ticker	EUCO.L	EUCO.L	EUCO.L	EUCO.L
time				
2014-12-11	56.70000076293945	56.75	56.75	56.75
2014-12-12	56.7599983215332	56.7599983215332	56.7599983215332	56.7599983215332
2014-12-15	56.75	56.75	56.75	56.75
2014-12-16	56.720001220703125	56.790000915527344	56.790000915527344	56.790000915527344
2014-12-17	56.7400016784668	56.7400016784668	56.7400016784668	56.7400016784668
2014-12-18	56.7400016784668	56.7400016784668	56.7400016784668	56.7400016784668
2014-12-19	56.81999969482422	56.81999969482422	56.81999969482422	56.81999969482422
2014-12-22	56.91999816894531	56.900001525878906	56.900001525878906	56.900001525878906
2014-12-23	56.939998626708984	56.939998626708984	56.939998626708984	56.939998626708984
2014-12-24	56.939998626708984	56.939998626708984	56.939998626708984	56.939998626708984
2014-12-29	56.939998626708984	56.939998626708984	56.939998626708984	56.939998626708984
2014-12-30	56.88999938964844	56.88999938964844	56.88999938964844	56.88999938964844
2014-12-31	56.88999938964844	56.88999938964844	56.88999938964844	56.88999938964844
2015-01-02	56.959999084472656	56.959999084472656	56.959999084472656	56.959999084472656
2015-01-05	56.97999954223633	56.970001220703125	56.970001220703125	56.970001220703125
2015-01-06	57.04999923706055	57.04999923706055	57.04999923706055	57.04999923706055
2015-01-07	57.09000015258789	57.09000015258789	57.09000015258789	57.09000015258789
2015-01-08	57.040000915527344	57.060001373291016	57.09000015258789	57.060001373291016
2015-01-09	57.09000015258789	57.09000015258789	57.09000015258789	57.09000015258789
2015-01-12	57.099998474121094	57.099998474121094	57.099998474121094	57.099998474121094
2015-01-13	57.09000015258789	57.09000015258789	57.09000015258789	57.09000015258789
2015-01-14	57.15999984741211	57.15999984741211	57.15999984741211	57.15999984741211
2015-01-15	57.18000030517578	57.18000030517578	57.18000030517578	57.18000030517578
2015-01-16	57.220001220703125	57.279998779296875	57.279998779296875	57.279998779296875
2015-01-19	57.2400016784668	57.2400016784668	57.2400016784668	57.2400016784668
2015-01-20	57.2400016784668	57.18000030517578	57.18000030517578	57.18000030517578
2015-01-21	57.13999938964844	57.20000076293945	57.20000076293945	57.20000076293945
2015-01-22	57.27000045776367	57.209999084472656	57.209999084472656	57.209999084472656
2015-01-23	57.43000030517578	57.43000030517578	57.43000030517578	57.43000030517578
2015-01-26	57.310001373291016	57.310001373291016	57.310001373291016	57.310001373291016
2015-01-27	57.380001068115234	57.349998474121094	57.36000061035156	57.349998474121094
2015-01-28	57.43000030517578	57.43000030517578	57.43000030517578	57.43000030517578
2015-01-29	57.470001220703125	57.470001220703125	57.470001220703125	57.470001220703125
2015-01-30	56.9900016784668	56.9900016784668	56.9900016784668	56.9900016784668
2015-02-02	56.97999954223633	56.97999954223633	56.97999954223633	56.97999954223633
2015-02-03	56.9900016784668	57.040000915527344	57.040000915527344	57.040000915527344
2015-02-04	56.97999954223633	56.97999954223633	56.97999954223633	56.97999954223633
2015-02-05	56.9900016784668	56.9900016784668	56.9900016784668	56.9900016784668
2015-02-06	57.040000915527344	57.04999923706055	57.06999969482422	57.04999923706055
2015-02-09	57.08000183105469	57.08000183105469	57.08000183105469	57.08000183105469
2015-02-10	57.08000183105469	57.08000183105469	57.08000183105469	57.08000183105469
2015-02-11	57.11000061035156	57.11000061035156	57.11000061035156	57.11000061035156
2015-02-12	57.15999984741211	57.15999984741211	57.15999984741211	57.15999984741211
2015-02-13	57.150001525878906	57.150001525878906	57.150001525878906	57.150001525878906
2015-02-16	57.15999984741211	57.15999984741211	57.15999984741211	57.15999984741211
2015-02-17	57.099998474121094	57.15999984741211	57.15999984741211	57.15999984741211
2015-02-18	57.130001068115234	57.130001068115234	57.130001068115234	57.130001068115234
2015-02-19	57.150001525878906	57.150001525878906	57.150001525878906	57.150001525878906
2015-02-20	57.16999816894531	57.16999816894531	57.16999816894531	57.16999816894531
2015-02-23	57.189998626708984	57.189998626708984	57.189998626708984	57.189998626708984
2015-02-24	57.13999938964844	57.13999938964844	57.13999938964844	57.13999938964844
2015-02-25	57.27000045776367	57.290000915527344	57.290000915527344	57.290000915527344
2015-02-26	57.314998626708984	57.314998626708984	57.314998626708984	57.314998626708984
2015-02-27	57.29499816894531	57.29499816894531	57.29499816894531	57.29499816894531
2015-03-02	57.23500061035156	57.23500061035156	57.23500061035156	57.23500061035156
2015-03-03	57.21500015258789	57.21500015258789	57.21500015258789	57.21500015258789
2015-03-04	57.18000030517578	57.18000030517578	57.18000030517578	57.18000030517578
2015-03-05	57.189998626708984	57.189998626708984	57.189998626708984	57.189998626708984
2015-03-06	57.16999816894531	57.209999084472656	57.209999084472656	57.209999084472656
2015-03-09	57.290000915527344	57.31999969482422	57.31999969482422	57.31999969482422
2015-03-10	57.369998931884766	57.369998931884766	57.369998931884766	57.369998931884766
2015-03-11	57.38999938964844	57.38999938964844	57.38999938964844	57.38999938964844
2015-03-12	57.275001525878906	57.275001525878906	57.275001525878906	57.275001525878906
2015-03-13	57.209999084472656	57.209999084472656	57.209999084472656	57.209999084472656
2015-03-16	57.119998931884766	57.16999816894531	57.16999816894531	57.16999816894531
2015-03-17	57.029998779296875	57.09000015258789	57.09000015258789	57.09000015258789
2015-03-18	57.13999938964844	57.16999816894531	57.16999816894531	57.16999816894531
2015-03-19	57.1150016784668	57.1150016784668	57.1150016784668	57.1150016784668
2015-03-20	57.15999984741211	57.20000076293945	57.20000076293945	57.20000076293945
2015-03-23	57.064998626708984	57.064998626708984	57.064998626708984	57.064998626708984
2015-03-24	57.02000045776367	57.02000045776367	57.02000045776367	57.02000045776367
2015-03-25	57.040000915527344	57.060001373291016	57.060001373291016	57.04999923706055
2015-03-26	57.064998626708984	57.064998626708984	57.064998626708984	57.064998626708984
2015-03-27	57.095001220703125	57.095001220703125	57.095001220703125	57.095001220703125
2015-03-30	57.11000061035156	57.11000061035156	57.11000061035156	57.11000061035156
2015-03-31	57.17499923706055	57.17499923706055	57.17499923706055	57.17499923706055
2015-04-01	57.21500015258789	57.21500015258789	57.21500015258789	57.21500015258789
2015-04-02	57.20000076293945	57.20000076293945	57.20000076293945	57.20000076293945
2015-04-07	57.23500061035156	57.23500061035156	57.23500061035156	57.23500061035156
2015-04-08	57.314998626708984	57.314998626708984	57.314998626708984	57.314998626708984
2015-04-09	57.31999969482422	57.31999969482422	57.31999969482422	57.31999969482422
2015-04-10	57.349998474121094	57.38999938964844	57.38999938964844	57.369998931884766
2015-04-13	57.3650016784668	57.3650016784668	57.3650016784668	57.3650016784668
2015-04-14	57.380001068115234	57.41999816894531	57.41999816894531	57.41999816894531
2015-04-15	57.40999984741211	57.40999984741211	57.40999984741211	57.40999984741211
2015-04-16	57.400001525878906	57.400001525878906	57.400001525878906	57.400001525878906
2015-04-17	57.334999084472656	57.334999084472656	57.334999084472656	57.334999084472656
2015-04-20	57.31999969482422	57.33000183105469	57.33000183105469	57.33000183105469
2015-04-21	57.279998779296875	57.29999923706055	57.29999923706055	57.290000915527344
2015-04-22	57.18000030517578	57.34000015258789	57.34000015258789	57.34000015258789
2015-04-23	57.19499969482422	57.19499969482422	57.19499969482422	57.19499969482422
2015-04-24	57.21500015258789	57.21500015258789	57.21500015258789	57.21500015258789
2015-04-27	57.209999084472656	57.150001525878906	57.150001525878906	57.150001525878906
2015-04-28	57.27000045776367	57.27000045776367	57.27000045776367	57.27000045776367
2015-04-29	57.060001373291016	57.0099983215332	57.0099983215332	57.0099983215332
