EUCO.L,STOXX50E,VGEA.DE
-0.0009586945476691,0.0061986839176906,-0.0004360198974608
-0.0006106577379519,0.0012916011247505,-0.0010124043190523
-0.0003491700102986,0.0020988748226657,0.0012097136807209
8.733964830298646e-05,0.0028924678712345,0.0010483015408819
0.0018335727469738,0.0028384238359124,0.0005035908866057
-0.0020916669708717,-0.0019913078362702,-0.0030280248303978
-0.0012227020929994,0.0047185730776799,-0.0004167476775851
0.0026233215298763,0.0041961785455502,0.0013789831077628
0.0022675257154369,0.0015156605728197,0.0
-0.0013922383855212,0.0030357128662823,0.0011608553527961
0.0010456179413891,-0.0007574017641399,0.0
0.0003481973927899,-0.0047583142358469,0.0
-0.0015663096766774,-0.0076310498374904,0.0
0.0006972444879218,0.0063466448806828,0.0073970197620687
0.0038321062756985,-0.0001482823846289,0.0
-0.0007808777166148,0.0059020264496087,0.0
0.0013892824924306,0.0055905996473479,0.0
0.0014740151413015,0.0131806262786311,0.0007541578610925
0.0015584442006562,0.0005492673647222,0.0016657339464323
-0.0007780425920446,0.0062161841585091,-0.0016233910899875
-0.0014706996654656,-0.0107421875,0.0
0.0019927513479676,-0.0014766961735629,0.0
0.0018158156653864,-0.0183138099612335,0.0082490653121856
-0.0012083496367246,-0.0015881514918092,-0.0014160879899682
0.0003456698505477,0.0057719025538278,0.0
0.002850675497326,0.0007561340742432,0.0
-0.000258409684238,-0.0005267847405276,0.0022846561847511
0.0015509245990197,0.0094630051909174,0.0
0.0,0.0100455953132598,0.0
0.0007742942957607,0.0030484225453604,0.0
-0.0006017338066054,0.0117384068071499,0.0
-0.0013762571750333,0.0018541003324745,0.0
0.0001723020906447,0.0016095734580683,0.0
0.0008611649307253,-0.0027295124219619,-0.0032225909238239
-0.0001721241804407,-0.0060615834323584,0.0
0.0015490560232627,0.0021742620329754,0.0
0.0003437095417715,0.0031215411360907,0.0
-0.0024050745894236,0.0036357361759906,0.0
0.0010332594042765,0.0007627646238095,-0.0016954293045836
0.0022363194740981,0.0037386744464265,0.0
-0.000858208693804,0.0041491131736721,0.0
0.0020615486766781,0.0061821935920114,0.0
0.0,0.0013203239607821,0.0
0.0032573053444999,-0.0003482497280823,0.0
-0.0015379383438803,-0.0030576913050545,0.0
0.0005134139849425,0.0024313244359326,0.0036730020974808
0.0,0.0004371000355078,0.0
0.0002565752631429,0.0036209004133171,0.0002754483710305
0.0001710351625985,-0.0073095198599821,0.0
-0.0003419466095012,0.0038837262695479,0.0
0.0003420635769815,-0.017843179928601,0.0013375451072568
-0.0011968457430777,0.0047337079326754,0.0
-0.0015405056609273,-0.0194746810713678,-0.00121788861291
0.0,0.0030859394012521,0.0
-0.000514359558586,-0.0119813805049676,0.0009046457739358
-0.0006861220591906,0.0131294012644542,-0.0006680142885497
0.0006865931458936,0.0063607996807082,0.0016122717167261
0.0025729250058643,0.0155887354878856,0.0
-0.0001711229443954,-0.0037574350296236,0.0028268749698114
-0.0006844131035246,-0.0163064026088305,-0.0016443433245485
-0.0010274207486865,0.0049647099583056,-0.0008235258214613
-0.000514206020199,6.199920770777467e-05,0.0
-0.0017150109151629,-0.0175745323044506,0.0
0.0001718284897402,0.0070629960161314,0.004160249324504
0.0018893955349565,-0.0045124111081791,-0.000234496019158
-0.0003428845728755,-0.0152440075699148,0.0047297146171658
0.0005143823637492,-0.005270202541785,0.0
-0.0020565370183854,0.0060327577405692,0.0017895862951691
0.0039498461968816,0.0100811521130701,0.0
0.0022237610357704,0.0019378972057586,0.0
-0.0006827259843517,-0.000461096449053,0.0056310857383949
0.0029035351982544,0.0119727570176875,0.004634057917106
0.0011070191014233,0.006725180598943,0.0
-0.0005103569227605,-0.0042545689418908,0.0
-0.0013617332945479,0.0011427635500238,-0.0023832510518094
0.0020453852109636,-0.0033358084629847,0.0
0.0,0.0011896400027684,0.0019651137375993
0.006123500676056,0.0205958047077032,0.0
-0.0003381311453546,0.000524215555683,0.0068450814661
0.0037205716562127,0.0038730214323203,0.0
-0.0003369274402782,-0.0003345240663032,0.0
0.0,-0.0032737570441161,0.0
-0.0010113158846998,-0.0032440265182706,0.0028264194675158
0.0001686910993079,-0.0004094102259986,-0.0010283526322587
-0.0011808315834288,-0.0001655755580126,0.0008006370190996
0.0010133655500554,0.0090954687337323,0.0007237752278645
0.0033744012383123,0.0068803338488809,0.004035208949763
-0.0005044996364267,0.0029705861227411,0.0
0.0028600603561621,0.0093073228825517,0.0
0.0003355218513485,0.0009941789025555,0.0
-0.0021801285558713,-0.0045624260600001,0.0044360409415729
0.0010084264418657,-0.001196143608095,0.0004152075843528
-0.0012592471660534,-0.0039758694482024,-0.0019620437409882
-0.0010927534796887,-0.0023448907952845,0.0
-0.0001682652615501,-0.001367988483796,-0.0054440666106044
-0.0001682935795133,0.0002573554002671,0.0
0.0018517978590686,0.0013123423702379,0.0
0.0010082570153477,0.005465144074005,0.0031931251633141
0.0015108301670128,-0.0056171560685274,0.0
0.0001675883600196,-0.0053547254615522,0.0048500757237115
0.0011731776716883,-0.0007609175368675,-0.0003393367455448
0.0010043112974229,0.0027987030629716,0.0
0.0004180857223725,0.0123069286040879,0.0008676241782159
0.0037609439406889,8.43086648028013e-06,0.0
-0.0003330634141178,-0.0064394691694795,0.0
0.0016658719115758,0.0040796173262609,0.0
0.0001662784193514,-0.0002524897603106,0.0
-0.0019121693537849,-0.017235305888398,0.0027512890220025
0.0022490348704946,0.0011551178616444,0.0
-0.0003340089747313,-0.0261707249846445,0.0
-0.0031741135895243,-0.0193092020674851,0.0045636382563067
0.0010055534629167,-0.0058201230255879,0.002606579632002
0.0021764786390683,0.0055686427560657,0.0
0.0016705391430249,0.0197553142973385,0.0
0.0,-0.0123363573949575,0.0
-0.0005837199457391,-0.0021567193084378,0.0
0.0014184244564843,0.0092016842770885,0.0
0.0003332854244806,-0.0203922251932542,0.00694522859636
0.0008329677290457,-0.0018000796554549,0.0
0.000665730685937,0.0141039144916577,0.0
-0.0011643329352605,0.0120483323741016,0.0001475254557037
0.0024979438432086,-0.0056274538590087,0.0
-0.0003322335134584,0.0133304019036706,0.0
-0.0006646878584994,-0.0062505622787696,0.0
-0.0008313807377449,-0.0116845817130477,0.0012538869193201
0.0011649142061318,0.0064589177878973,0.0064088320008002
-0.0008311043415453,-0.0015102012285732,0.0041355904044808
