time	3141.HK
2018-10-22	-0.003389843439651763
2018-10-23	0.0
2018-10-24	-0.003401373563511778
2018-10-25	0.0034129823915913793
2018-10-26	-0.003401373563511778
2018-10-29	0.0
2018-10-30	0.0034129823915913793
2018-10-31	-0.003401373563511778
2018-11-01	0.0034129823915913793
2018-11-02	0.0
2018-11-05	-0.003401373563511778
2018-11-06	-0.0034129172943666575
2018-11-07	0.0034246051886412943
2018-11-08	-0.0034129172943666575
2018-11-09	0.0034246051886412943
2018-11-12	0.0034129823915913793
2018-11-13	0.0
2018-11-14	0.0
2018-11-15	0.0
2018-11-16	0.003401373563511889
2018-11-19	0.0
2018-11-20	0.0
2018-11-21	0.0
2018-11-22	0.0
2018-11-23	0.0
2018-11-26	-0.003389843439651763
2018-11-27	0.0
2018-11-28	0.0
2018-11-29	0.0
2018-11-30	0.003401373563511889
2018-12-03	0.003389843439651763
2018-12-04	-0.0033783912223301904
2018-12-05	0.0
2018-12-06	0.0
2018-12-07	0.003389843439651763
2018-12-10	-0.0033783912223301904
2018-12-11	0.003389843439651763
2018-12-12	0.0
2018-12-13	0.0
2018-12-14	0.0033783912223301904
2018-12-17	-0.006734032249218647
2018-12-18	0.01016946566306931
2018-12-19	-0.0067113711648050245
2018-12-20	0.01013510922953742
2018-12-21	-0.003344494406205656
2018-12-24	0.0
