time	^STOXX50E
2007-04-02	0.0020377801568165488
2007-04-03	0.013545608154963418
2007-04-04	0.0036573662133692064
2007-04-05	0.0022783547817495364
2007-04-10	0.007006881711875357
2007-04-11	-0.0019226029980892179
2007-04-12	-0.0030700119215593125
2007-04-13	0.008721940073796342
2007-04-16	0.014337475753322337
2007-04-17	0.0011714067049153343
2007-04-18	-0.005800064816392503
2007-04-19	-0.00436344043382364
2007-04-20	0.017709930844086452
2007-04-23	-0.0037742165073660905
2007-04-24	-0.007338444906622055
2007-04-25	0.008381705017463936
2007-04-26	0.0022182206276448735
2007-04-27	-0.007040915226062094
2007-04-30	0.00210122930046297
2007-05-02	0.005268293789169487
2007-05-03	0.0026814397987018346
2007-05-04	0.004126654557754739
2007-05-07	-0.0009627035571594389
2007-05-08	-0.006752564891741808
2007-05-10	-0.00440904486781224
2007-05-11	0.007103968514266867
2007-05-14	-0.0021138281208687992
2007-05-15	0.006187426702004117
2007-05-16	-0.004145360166302625
2007-05-18	0.013157345615127047
2007-05-21	-0.0034078703028180835
2007-05-22	0.0009718519399752878
2007-05-23	0.00666909612233102
2007-05-24	-0.01044288533335358
2007-05-25	0.002429946716408171
2007-05-29	0.002529402582064799
2007-05-30	-0.0013609167026664704
2007-05-31	0.009830485102665154
2007-06-01	0.009821349641367272
2007-06-04	-0.004204582287500647
2007-06-05	-0.00542770245877866
2007-06-06	-0.016815224246085614
2007-06-07	-0.01258422218480848
2007-06-08	-0.0011480841304282174
2007-06-11	0.008929691122568695
2007-06-12	-0.00735590091014604
2007-06-13	0.004257374177359052
2007-06-14	0.01893819177047651
2007-06-15	0.014706660445173547
2007-06-18	-0.004565982236046984
2007-06-19	-0.0006622194634534617
2007-06-20	0.0040620176542780495
2007-06-21	-0.012528507448754223
2007-06-22	-0.0020719530205022263
2007-06-25	-0.0018373117409506978
2007-06-26	-0.008519064475496774
2007-06-27	-0.004719091569365563
2007-06-28	0.010396389030482567
2007-06-29	0.007128724713481915
2007-07-02	-0.004345490709184885
2007-07-03	0.009563202641764912
2007-07-04	0.0024884654217991464
2007-07-05	-0.007154818380675998
2007-07-06	0.007253121144428665
2007-07-09	0.0009525069624956028
2007-07-10	-0.012058458851308407
2007-07-11	-0.005951942468121141
2007-07-12	0.015779619984408022
2007-07-13	0.0055049312329433775
2007-07-16	0.0033020956375897637
2007-07-17	-0.004225884927237855
2007-07-18	-0.014562655018436232
2007-07-19	0.011274024858537013
2007-07-20	-0.01711614320615884
2007-07-23	0.008440512571026515
2007-07-24	-0.015769324947019103
2007-07-25	-0.01159552580213652
2007-07-26	-0.02476093991763406
2007-07-27	-0.00196096891152453
2007-07-30	-0.0012721876473903437
2007-07-31	0.01804824575801378
2007-08-02	-0.0062631434424694765
2007-08-03	-0.013866851808503
2007-08-06	-0.0062447316426791355
2007-08-07	0.017612157504107273
2007-08-08	0.02044061310993195
2007-08-09	-0.020402279142480828
2007-08-10	-0.026639844880441244
2007-08-13	0.022709303872817665
2007-08-14	-0.014143071169814836
2007-08-15	-0.002988854697926313
2007-08-16	-0.028861641663671667
2007-08-17	0.023353621040880013
2007-08-20	0.00387035576687933
2007-08-21	0.000426470515969557
2007-08-22	0.01232319397727144
2007-08-23	-0.00014903107274766292
2007-08-24	0.0030146893746845205
2007-08-27	0.0005474204080446743
2007-08-28	-0.016569404566202928
2007-08-29	0.005490687700468566
2007-08-30	0.012528683865264734
2007-08-31	0.011408047834109647
2007-09-03	0.0003330203237903451
2007-09-04	0.006601472939655295
2007-09-05	-0.020567238867744364
2007-09-06	0.004889717919512204
2007-09-07	-0.02201540199349883
2007-09-10	-0.006239093375951743
2007-09-11	0.01472274522071193
2007-09-12	0.003178158466564218
2007-09-13	0.009100604592593653
2007-09-14	-0.00651208714530449
2007-09-17	-0.008701024278614189
2007-09-18	0.019072281813905745
2007-09-19	0.029291242077088553
2007-09-20	-0.005278692069769719
2007-09-21	0.0009596398795066463
2007-09-24	-0.0022241272727698824
2007-09-25	-0.007278706734284546
2007-09-26	0.008202972240805462
2007-09-27	0.005631949105259659
2007-09-28	-0.001656425767171843
2007-10-01	0.0063764926604754635
2007-10-02	0.003936789465309509
2007-10-03	-0.0012264909696293458
2007-10-04	-0.00026912130623557573
2007-10-05	0.007899737533330287
2007-10-08	-0.004363319533452592
2007-10-09	0.002639834041156419
2007-10-10	-0.0011175099169535851
2007-10-11	0.006968867825506875
2007-10-12	0.0005477047210116215
2007-10-15	-0.009168868522352547
2007-10-16	-0.0031724662299970063
2007-10-17	0.00472519180421882
2007-10-18	-0.004822351933195024
2007-10-19	-0.002063197605020606
2007-10-22	-0.012472521269035863
2007-10-23	0.005091474828449627
2007-10-24	-0.004860151729607742
2007-10-25	0.012618364051552922
2007-10-26	0.006371055758828348
2007-10-29	0.007033415072219551
2007-10-30	-0.0019031291120441551
2007-10-31	0.006013924102982404
2007-11-01	-0.016597662448110895
2007-11-02	-0.0011754527771329348
2007-11-05	-0.00391835820016373
2007-11-06	0.0033099707951600443
2007-11-07	-0.0015882596414539263
2007-11-08	-0.008349297417546753
2007-11-09	-0.015072421408775738
2007-11-12	0.0011749661098054975
2007-11-13	0.0021148853568047077
2007-11-14	0.006099240907106562
2007-11-15	-0.00849180909817071
2007-11-16	-0.00442643378074814
2007-11-19	-0.013006657085146478
2007-11-20	0.011957327637893478
2007-11-21	-0.019091786239575637
2007-11-22	0.003179499259125418
2007-11-23	0.014162745879635175
2007-11-26	-0.007152295214716942
2007-11-27	-0.003199636289228369
2007-11-28	0.023032708315971595
2007-11-29	0.00584481349065924
2007-11-30	0.01103064074361626
2007-12-03	-0.005297050570067907
2007-12-04	-0.007450202051114796
2007-12-05	0.016339771092638955
2007-12-06	0.001056724773242701
2007-12-07	0.007176019530098943
2007-12-10	0.004313699909423319
2007-12-11	-0.003486676613395745
2007-12-12	0.004386570337756135
2007-12-13	-0.022085492121844408
2007-12-14	0.003177968468546899
2007-12-17	-0.01646190439547235
2007-12-18	-0.000772197362323257
2007-12-19	-0.001810173891139577
2007-12-20	0.0031060906712387926
2007-12-21	0.016188751526904355
2007-12-24	0.0
2007-12-27	0.004575169512797794
2007-12-28	6.873125756756693e-06
2007-12-31	-0.0011169861151619775
2008-01-03	-0.015069206615699438
2008-01-04	-0.014512818478837453
2008-01-07	0.003006730470744179
2008-01-08	0.0027688158988785627
2008-01-09	-0.008593289862903197
2008-01-10	-0.004861003373565875
2008-01-11	-0.0029049462323961217
2008-01-14	0.002690954516905819
2008-01-15	-0.02259793763104745
2008-01-16	-0.007872632329262719
2008-01-17	-0.01036424336928976
2008-01-18	-0.017362089184081997
2008-01-21	-0.07311825998874621
2008-01-22	0.013672481372084766
2008-01-23	-0.04680472086213838
2008-01-24	0.06458376875164573
2008-01-25	-0.008403628494923487
2008-01-28	-0.0030844483020247004
2008-01-29	0.011844685890058937
2008-01-30	-0.005433043776477686
2008-01-31	0.0009210094134313174
2008-02-01	0.019687281405216916
2008-02-04	-8.017091175849256e-05
2008-02-05	-0.03880879958297678
2008-02-06	0.01157899161650855
2008-02-07	-0.016177695453649443
2008-02-08	0.0005081739449055434
2008-02-11	-0.00621695578731174
2008-02-12	0.034147535903141346
2008-02-13	-0.00014460660680826187
2008-02-14	-0.0013988363550835325
2008-02-15	-0.020698299715026014
2008-02-18	0.0107117742081273
2008-02-19	0.012276783104839595
2008-02-20	-0.012298745841402892
2008-02-21	0.005252134615480797
2008-02-22	-0.010878128516030539
2008-02-25	0.016558217722728363
2008-02-26	0.014751299478691804
2008-02-27	0.00043058344468405174
2008-02-28	-0.018777740231975648
2008-02-29	-0.015794332651414167
2008-03-03	-0.013153440793227333
2008-03-04	-0.01776897856902171
2008-03-05	0.020591681595501177
2008-03-06	-0.018146120469052396
2008-03-07	-0.011333230350592749
2008-03-10	-0.008549782079703139
2008-03-11	0.017058173364693063
2008-03-12	0.011381888067991897
2008-03-13	-0.013175591853492041
2008-03-14	-0.009164955222098925
2008-03-17	-0.037786798092896756
2008-03-18	0.03695993415256105
2008-03-19	-0.008182819872105784
2008-03-25	0.02919645270704918
2008-03-26	-0.005819576722741582
2008-03-27	0.011258679145423667
