time	VGEA.DE
2019-02-20	-0.0004360198974608931
2019-02-21	-0.0010124043190523624
2019-02-22	0.0012097136807209807
2019-02-25	0.0010483015408819796
2019-02-26	0.000503590886605787
2019-02-27	-0.0030280248303978796
2019-02-28	-0.00041674767758514975
2019-03-01	0.0013789831077628545
2019-03-04	0.0
2019-03-05	0.0011608553527961973
2019-03-06	0.0
2019-03-07	0.0
2019-03-08	0.0
2019-03-11	0.007397019762068746
2019-03-12	0.0
2019-03-13	0.0
2019-03-14	0.0
2019-03-15	0.0007541578610925637
2019-03-18	0.001665733946432324
2019-03-19	-0.001623391089987547
2019-03-20	0.0
2019-03-21	0.0
2019-03-22	0.00824906531218561
2019-03-25	-0.0014160879899682843
2019-03-26	0.0
2019-03-27	0.0
2019-03-28	0.002284656184751155
2019-03-29	0.0
2019-04-01	0.0
2019-04-02	0.0
2019-04-03	0.0
2019-04-04	0.0
2019-04-05	0.0
2019-04-08	-0.0032225909238239314
2019-04-09	0.0
2019-04-10	0.0
2019-04-11	0.0
2019-04-12	0.0
2019-04-15	-0.0016954293045836621
2019-04-16	0.0
2019-04-17	0.0
2019-04-18	0.0
2019-04-23	0.0
2019-04-24	0.0
2019-04-25	0.0
2019-04-26	0.003673002097480893
2019-04-29	0.0
2019-04-30	0.0002754483710305511
2019-05-02	0.0
2019-05-03	0.0
2019-05-06	0.0
2019-05-07	0.00133754510725681
2019-05-08	0.0
2019-05-09	-0.0012178886129100563
2019-05-10	0.0
2019-05-13	0.0009046457739358971
2019-05-14	-0.0006680142885497897
2019-05-15	0.0016122717167261769
2019-05-16	0.0
2019-05-17	0.002826874969811488
2019-05-20	-0.0016443433245485473
2019-05-21	-0.0008235258214613905
2019-05-22	0.0
2019-05-23	0.0
2019-05-24	0.004160249324504095
2019-05-27	0.00015640482997203442
2019-05-28	-0.00023449601915803697
2019-05-29	0.00472971461716587
2019-05-30	0.0
2019-05-31	0.0
2019-06-03	0.001789586295169121
2019-06-04	0.0
2019-06-05	0.0
2019-06-06	0.005631085738394992
2019-06-07	0.004634057917106027
2019-06-11	0.0
2019-06-12	0.0
2019-06-13	-0.0023832510518094763
2019-06-14	0.0
2019-06-17	0.0019651137375993333
2019-06-18	0.0
2019-06-19	0.006845081466100078
2019-06-20	0.0
2019-06-21	0.0
2019-06-24	0.0
2019-06-25	0.0028264194675158283
2019-06-26	-0.0010283526322587555
2019-06-27	0.0008006370190996037
2019-06-28	0.0007237752278645981
2019-07-01	0.004035208949763058
2019-07-02	0.0
2019-07-03	0.0
2019-07-04	0.0
2019-07-05	0.004436040941572905
2019-07-08	0.0004152075843528724
2019-07-09	-0.001962043740988295
2019-07-10	0.0
2019-07-11	-0.005444066610604481
2019-07-12	0.0
2019-07-15	0.0
2019-07-16	0.003193125163314159
2019-07-17	0.0
2019-07-18	0.004850075723711544
2019-07-19	-0.0003393367455448715
2019-07-22	0.0
2019-07-23	0.0008676241782159533
2019-07-24	0.0
2019-07-25	0.0
2019-07-26	0.0
2019-07-29	0.0
2019-07-30	0.002751289022002501
2019-07-31	0.0
2019-08-01	0.004773317938431942
2019-08-02	0.0
2019-08-05	0.00456363825630679
2019-08-06	0.0026065796320020596
2019-08-07	0.0
2019-08-08	0.0
2019-08-09	0.0
2019-08-12	0.0
2019-08-13	0.0
2019-08-14	0.006945228596360042
2019-08-15	0.0
2019-08-16	0.0
2019-08-19	0.0001475254557037342
2019-08-20	0.0
2019-08-21	0.0
2019-08-22	0.0
2019-08-23	0.0012538869193201574
2019-08-26	0.0
2019-08-27	0.006408832000800224
2019-08-28	0.00413559040448086
2019-08-29	-0.0013485678375017018
2019-08-30	-0.0009488711524026083
2019-09-02	-0.0004749210206900223
2019-09-03	0.0
2019-09-04	0.0013523137328821377
2019-09-05	-0.008358277449393658
2019-09-06	0.004085540817814426
2019-09-09	0.0
2019-09-10	-0.0089443321997148
2019-09-11	0.0024782269756220554
2019-09-12	0.0
2019-09-13	0.0
2019-09-16	-0.0026934270190568377
2019-09-17	-0.0019237900279469589
2019-09-18	0.0
2019-09-19	0.0037808318042069633
2019-09-20	0.00018460711893220072
2019-09-23	0.0
2019-09-24	0.008011850420482913
2019-09-25	-0.0009889541865366613
2019-09-26	0.00025664416426485204
2019-09-27	-0.0005497906999100133
2019-09-30	-0.000366752074268728
2019-10-01	-0.001430808876207279
2019-10-02	-0.0018002713511375834
2019-10-04	0.0
2019-10-07	0.0
2019-10-08	0.003165318310427212
2019-10-09	-0.0027517467583995092
2019-10-10	0.0
2019-10-11	-0.007358379716477348
2019-10-14	0.0
2019-10-15	0.0
2019-10-16	-0.0012230926336610493
2019-10-17	0.0
2019-10-18	0.0
2019-10-21	-0.00423053840146681
2019-10-22	0.0
2019-10-23	0.0
2019-10-24	0.005217433335560573
2019-10-25	-0.0026693547132506934
2019-10-28	-0.0037916540785150055
2019-10-29	0.0
2019-10-30	0.0
2019-10-31	0.0
2019-11-01	0.0027612748795513564
2019-11-04	-0.0020838669871109383
2019-11-05	0.0
2019-11-06	-0.0007457415384295452
2019-11-07	0.0
2019-11-08	-0.005746957901100913
2019-11-11	-0.0027774427009712443
2019-11-12	0.0
2019-11-13	0.0023711741037637513
2019-11-14	0.0
2019-11-15	0.0
2019-11-18	0.002665933673369203
2019-11-19	-0.000599140203807691
2019-11-20	0.0010117445560837712
2019-11-21	0.0
2019-11-22	0.0
2019-11-25	0.0007112038344032623
2019-11-26	0.0
2019-11-27	0.00037407806666056587
2019-11-28	-0.0007478763691750601
2019-11-29	-0.00044901883923453845
2019-12-02	-0.005877712755485653
2019-12-03	0.005309890630216474
2019-12-04	-0.0020977619966121575
2019-12-05	-0.0031157394532692617
2019-12-06	0.0
2019-12-09	0.0
2019-12-10	0.002033470966585238
2019-12-11	0.0022172120971630793
2019-12-12	-0.003337234235122777
2019-12-13	0.0
2019-12-16	0.002257316257133324
2019-12-17	0.001576569739369038
2019-12-18	0.0
2019-12-19	-0.004947154389017938
2019-12-20	0.0
2019-12-23	0.0
2019-12-27	0.0007533129317667253
2019-12-30	-0.0031990623051912914
2020-01-02	0.0010193890607994582
2020-01-03	0.004413117971948433
2020-01-06	-0.00067594161417317
2020-01-07	-0.0006388410178221893
2020-01-08	-0.0013160806043786
2020-01-09	-0.0014684121191577137
2020-01-10	0.0013197528962283211
2020-01-13	-0.003539817796672229
2020-01-14	0.000907001528488216
2020-01-15	0.0011704790113158392
2020-01-16	0.0
2020-01-17	0.0005279807878293408
2020-01-20	0.0006407914784869462
2020-01-21	0.001958791729491649
2020-01-22	0.0009022241309173396
2020-01-23	0.0
2020-01-24	0.005972294690996582
2020-01-27	0.006422257025451961
2020-01-28	-0.0013727333782962425
2020-01-29	0.0026749082003874047
2020-01-30	0.002223108126645057
2020-01-31	0.00229214666523192
2020-02-03	-0.0016229805433696232
2020-02-04	-0.0015516982957320957
2020-02-05	-0.0025901830087805555
2020-02-06	0.0
2020-02-07	0.0016694519169473399
2020-02-10	0.0
2020-02-11	0.00025925812897864553
2020-02-12	0.0008886647118819813
2020-02-13	0.0010728174490752806
2020-02-14	0.00018481405077364066
2020-02-17	0.0006650526027220938
2020-02-18	-0.00033234051387909247
2020-02-19	0.0008495500357776908
2020-02-20	0.0031737993917206886
2020-02-21	7.353497868778369e-05
2020-02-24	0.0008093164212512605
2020-02-25	0.0011394176680474821
2020-02-26	-0.002092705487608093
2020-02-27	-0.00040468267040316697
2020-02-28	0.0022082983354398955
2020-03-02	0.0005141365846565993
2020-03-03	0.005248849352919915
2020-03-04	-0.000730220580937968
2020-03-05	-0.00010963055270385436
2020-03-06	0.0024119274948233294
2020-03-09	-0.0007291453715331242
2020-03-10	-0.003830702036513922
2020-03-11	0.004431433384531225
2020-03-12	-0.018449664837000168
2020-03-13	-0.01006686135509749
2020-03-16	-0.01606062117768914
2020-03-17	-0.00480536039075441
2020-03-18	-0.01199462477784452
2020-03-19	0.015320784426174905
2020-03-20	0.0
2020-03-23	0.011345871738182023
2020-03-24	-0.00645922143665556
2020-03-25	-0.0027753471323093137
2020-03-26	0.013457897332431523
2020-03-27	0.004815117124393087
2020-03-30	-0.0014226388447455829
2020-03-31	-0.00637348907713442
2020-04-01	-0.0002264090382257944
2020-04-02	0.0003396904663304223
2020-04-03	-0.0021882050645121165
2020-04-06	0.0015124363126353124
2020-04-07	-0.006946542178232651
2020-04-08	-0.0032694814367068004
2020-04-09	0.004920272639252321
2020-04-14	-0.0015941024291167283
2020-04-15	0.0012164830884415778
2020-04-16	0.0014048925951319902
2020-04-17	0.0014787122424675392
2020-04-20	-0.005868348389758804
2020-04-21	-0.003351334671920503
2020-04-22	-0.0034390581706347234
2020-04-23	0.00567487414095269
2020-04-24	0.005337783522480377
2020-04-27	0.001782497153950624
2020-04-28	0.0019306714357962829
2020-04-29	0.0018892596221076197
2020-04-30	0.005430649255960596
