time	EUCO.L
2014-12-12	0.0010581579856514534
2014-12-15	-0.00017615084265087955
2014-12-16	-0.0005286128510462174
2014-12-17	0.0003526173718835235
2014-12-18	0.0
2014-12-19	0.0014099050756246623
2014-12-22	0.0017599168366451146
2014-12-23	0.00035137839787524605
2014-12-24	0.0
2014-12-29	0.0
2014-12-30	-0.0008781039386448475
2014-12-31	0.0
2015-01-02	0.0012304393667643687
2015-01-05	0.0003511316377307061
2015-01-06	0.0012284958825303782
2015-01-07	0.0007011554086289173
2015-01-08	-0.000875796758222247
2015-01-09	0.0008765644505264181
2015-01-12	0.00017513262404067476
2015-01-13	-0.00017510195797521
2015-01-14	0.0012261288253130331
2015-01-15	0.0003499030408862236
2015-01-16	0.0006995613031453018
2015-01-19	0.00034953612962240754
2015-01-20	0.0
2015-01-21	-0.001747069984031402
2015-01-22	0.0022751324729413103
2015-01-23	0.002793781144285301
2015-01-26	-0.002089481651525449
2015-01-27	0.0012214219708053253
2015-01-28	0.0008713704449254678
2015-01-29	0.0006965160249832181
2015-01-30	-0.008352175605373269
2015-02-02	-0.0001755068597277809
2015-02-03	0.00017553766779254687
2015-02-04	-0.0001755068597277809
2015-02-05	0.00017553766779254687
2015-02-06	0.000877333489874843
2015-02-09	0.0007012783114535015
2015-02-10	0.0
2015-02-11	0.0005255567332611566
2015-02-12	0.0008754900459848614
2015-02-13	-0.00017491815185255444
2015-02-16	0.00017494875356516282
2015-02-17	-0.0010497091226590038
2015-02-18	0.0005254394885445546
2015-02-19	0.0003500867738446267
2015-02-20	0.0003498975071305477
2015-02-23	0.0003498418471969966
2015-02-24	-0.0008742654006149708
2015-02-25	0.0022751324729413103
2015-02-26	0.0007857197238629876
2015-02-27	-0.0003489567869299215
2015-03-02	-0.0010471692208948724
2015-03-03	-0.0003494445278307001
2015-03-04	-0.0006117250252341
2015-03-05	0.00017485696886754276
2015-03-06	-0.0003497195006808562
2015-03-09	0.0020990510831819797
2015-03-10	0.0013963696121312985
2015-03-11	0.0003486222439610387
2015-03-12	-0.002003796218723708
2015-03-13	-0.0011349181959755539
2015-03-16	-0.0015731542392616316
2015-03-17	-0.0015756329529209578
2015-03-18	0.0019288201421370221
2015-03-19	-0.0004374818244426981
2015-03-20	0.0007878520112567511
2015-03-23	-0.001662022759914783
2015-03-24	-0.000788542364465239
2015-03-25	0.00035076214666962535
2015-03-26	0.00043824878647291676
2015-03-27	0.0005257617579279561
2015-03-30	0.0002627093323013252
2015-03-31	0.001138130380219371
2015-04-01	0.0006996224934170403
2015-04-02	-0.00026215834323928267
2015-04-07	0.0006118854361063519
2015-04-08	0.0013977114615939534
2015-04-09	8.725583590796226e-05
2015-04-10	0.0005233562361581789
2015-04-13	0.0002616077549237872
2015-04-14	0.0002614728355192497
2015-04-15	0.000522808970694566
2015-04-16	-0.0001741564459114553
2015-04-17	-0.0011324466842904668
2015-04-20	-0.00026160966055543966
2015-04-21	-0.0006978526821408426
2015-04-22	-0.0017457834541232398
2015-04-23	0.0002623188102199858
2015-04-24	0.0003496889215908183
2015-04-27	-8.740833875553466e-05
2015-04-28	0.0010487917191261964
2015-04-29	-0.0036668252626875786
2015-04-30	-0.003067000482753768
2015-05-01	-0.000615273770674607
2015-05-05	-0.002462610262200182
2015-05-06	-0.003174048811174557
2015-05-07	-0.0011498076793305945
2015-05-08	0.002213760730757297
2015-05-11	-0.0005301074256226501
2015-05-12	-0.002563657253235929
2015-05-13	-0.0009749234119155181
2015-05-18	0.002306619352508532
2015-05-19	0.0
2015-05-20	0.0
2015-05-21	0.0
2015-05-22	0.0
2015-05-26	0.0
2015-05-27	0.0
2015-05-28	0.0
2015-05-29	0.0
2015-06-01	0.0
2015-06-02	0.0
2015-06-03	-0.009913282999679529
2015-06-04	-0.00035759802707924226
2015-06-05	-0.000626003353740523
2015-06-08	-0.0018791864382340373
2015-06-09	-0.0032275471346302487
2015-06-10	-0.002068747583218733
2015-06-11	0.0019828862258171043
2015-06-12	0.0017990877118911897
2015-06-15	-0.00017961993326387482
2015-06-16	-0.0011674652465144542
2015-06-17	-0.0011688984120268309
2015-06-18	-0.001890350989245948
2015-06-19	0.0006313103946442578
2015-06-22	-0.0009914431129085521
2015-06-23	0.0013533158682326185
2015-06-24	0.0008109196235468463
2015-06-25	-0.0007202181286993792
2015-06-26	-0.0022522522522522292
2015-06-29	0.0003611820815110356
2015-06-30	0.0010831550283452174
2015-07-01	-0.0007213220486261829
2015-07-02	0.0006315951788120611
2015-07-03	0.0022542831069454206
2015-07-06	-0.0015294481926365622
2015-07-07	0.003063581975188079
2015-07-08	-0.002425410023415231
2015-07-09	-0.0008104814481023626
2015-07-10	-0.0036949895106137554
2015-07-13	0.003980052463731898
2015-07-14	-0.0004504498002121382
2015-07-15	0.0036956555227352084
2015-07-16	0.001077707662563876
2015-07-17	0.0030501151356179257
2015-07-20	0.0015204883467665464
2015-07-21	-0.0004465355443724617
2015-07-22	0.00107212316854155
2015-07-23	0.00017846178064950813
2015-07-24	0.0008922858427178326
2015-07-27	-8.910142639817487e-05
2015-07-28	-8.91773885867142e-05
2015-07-29	-0.0004458586810297538
2015-07-30	0.00249775899293625
2015-07-31	-0.007385604395313439
2015-08-03	0.0010757069825610976
2015-08-04	0.0
2015-08-05	-0.0028655834160585814
2015-08-06	0.001347117448894819
2015-08-07	0.0018833998607412639
2015-08-10	-0.0009846979791700017
2015-08-11	0.0019713371300282834
2015-08-12	8.944854460524176e-05
2015-08-13	-0.0009836413176290693
2015-08-14	-0.0011636670371644176
2015-08-17	0.0007169265496922428
2015-08-18	-0.0006268442372348026
2015-08-19	-8.962487784247575e-05
2015-08-20	0.0008065594608734905
2015-08-21	-0.0005372274214703321
2015-08-24	-0.0034044514734088427
2015-08-25	-0.005753320765361836
2015-08-26	0.0019891611549578414
2015-08-27	-0.0004512096363067375
2015-08-28	0.00018059287773919408
2015-09-01	-0.002707853139080285
2015-09-02	9.052526404063066e-05
2015-09-03	0.0019004442033725422
2015-09-04	0.0005419344150474625
2015-09-07	0.0009028266366917226
2015-09-08	-0.0001804299807465215
2015-09-09	0.00036085625690551737
2015-09-10	-0.0012625069025070657
2015-09-11	0.0003611820815110356
2015-09-14	-0.000992874893425033
2015-09-15	-0.0030719548820714593
2015-09-16	-0.0013593792048447462
2015-09-17	-0.0005445610913765719
2015-09-18	0.003904479396166005
2015-09-21	-0.0009949404195063183
2015-09-22	0.001086489360776266
2015-09-23	-0.0009043906520492806
2015-09-24	-0.0011768342660988251
2015-09-25	-0.002628179225643401
2015-09-28	-0.0013630306380669754
2015-09-29	-0.001819877842218376
2015-09-30	0.0011850946803020346
2015-10-01	-0.00045527679981949287
2015-10-02	0.00081985760872616
2015-10-05	-0.0007281498958292554
2015-10-06	0.0007286804844481853
2015-10-07	0.0035496439419226977
2015-10-08	0.0002720730882972422
2015-10-09	0.00108806551442453
2015-10-12	0.0023548093307885765
2015-10-13	-0.0007228863502153349
2015-10-14	0.0018085232322970768
2015-10-15	-0.0007221033522302189
2015-10-16	0.0007226251622822755
2015-10-19	-0.0005415430823896283
2015-10-20	-0.0021674838425717047
2015-10-21	0.002172192033707665
2015-10-22	0.003070498758991791
2015-10-23	0.0018006387754723185
2015-10-26	0.001078482521815527
2015-10-27	0.002154572808013011
2015-10-28	0.0002688023777630555
2015-10-29	-0.003134570052270136
2015-10-30	0.0007187299686406412
2015-11-02	-0.000718213766882525
2015-11-03	0.0003593649843203206
2015-11-04	8.98261011901269e-05
2015-11-05	-0.00044902165484694834
2015-11-06	-0.0026951345696092366
2015-11-09	0.0016214782606245315
2015-11-10	0.0014389426135605898
2015-11-11	0.000718471775042584
2015-11-12	-0.00017945475196667893
2015-11-13	0.0008975717694470475
2015-11-16	0.0012554872833505648
2015-11-17	0.0008956423892023668
2015-11-18	0.0007159000541805405
2015-11-19	0.0017884015467006797
2015-11-20	0.0007141107910952904
2015-11-23	-0.0016947858386570092
2015-11-24	0.000982850358749232
2015-11-25	0.0015174343550625746
2015-11-26	0.0005348056115899169
2015-11-27	0.00026722589280248066
2015-11-30	-0.0003562286508256296
2015-12-01	0.0008017491126113274
2015-12-02	0.000267103522072043
2015-12-03	-0.007564350651771079
2015-12-04	-0.001524373870718576
2015-12-07	0.003233054470451746
2015-12-08	-0.00017900495237932468
2015-12-09	-0.002148853862636191
2015-12-10	0.0012561632434449077
2015-12-11	0.00017926582236249544
2015-12-14	-0.002329559491162203
2015-12-15	-0.0017062848191764513
2015-12-16	-0.0008096794199353718
2015-12-17	0.002520921761647532
2015-12-18	0.0011675337637540029
2015-12-21	-0.001345546477951154
2015-12-22	0.0
2015-12-23	-0.0003593004120133747
2015-12-24	0.0
2015-12-29	0.0
2015-12-30	0.0
2015-12-31	0.0
2016-01-04	0.0017970792218251486
2016-01-05	0.0008969277606702963
2016-01-06	0.0005377290972086168
2016-01-07	-0.002507826023020465
2016-01-08	0.0009877041181534096
2016-01-11	-0.0017043634345605962
2016-01-12	-0.0008985396109125743
2016-01-13	0.00026979745155308876
2016-01-14	-0.0021578660414980355
2016-01-15	-0.0009911750497769711
2016-01-18	-0.002886260367068294
2016-01-19	0.0
2016-01-20	-0.0018996536234274775
2016-01-21	0.0019938483596593226
2016-01-22	0.0042510965184676675
2016-01-25	0.0
2016-01-26	0.0009006437469198936
2016-01-27	0.0007198941152877225
2016-01-28	0.0021580601182025205
2016-01-29	0.0038582352350846616
2016-02-01	0.0
2016-02-02	-0.007329278825122354
2016-02-03	9.006065595484891e-05
2016-02-04	-0.0034212411493836914
2016-02-05	0.00018065446404702534
2016-02-08	9.034537361740647e-05
