time	DAX
2014-10-24	-0.0023762164729657087
2014-10-27	-0.006431149372501999
2014-10-28	0.01925844467408644
2014-10-29	0.006272044138633914
2014-10-30	-0.010907701044538975
2014-10-31	0.014178834935235862
2014-11-03	0.011650455808176474
2014-11-04	-0.02111321509284647
2014-11-05	0.005490172143076011
2014-11-06	-0.0031201219036827155
2014-11-07	-0.003912378073519629
2014-11-10	0.0
2014-11-11	0.011783234689593636
2014-11-12	-0.0197981453552174
2014-11-13	0.0
2014-11-14	0.0
2014-11-17	0.0
2014-11-18	0.03722774392307393
2014-11-19	0.00038183385559054095
2014-11-20	0.0
2014-11-21	0.011068664111984372
2014-11-24	0.013590057133336275
2014-11-25	0.00931098683233289
2014-11-26	0.0070848499159463785
2014-11-28	0.0013923533294177837
2014-12-01	0.0014636266241863094
2014-12-02	-0.008074558443926905
2014-12-03	-0.002541539051679087
2014-12-04	-0.0048005598645810554
2014-12-05	0.011502762789108445
2014-12-08	-0.005869400075888098
2014-12-09	-0.011070152774400377
2014-12-10	-0.00507461505362139
2014-12-11	0.0017251548057652943
2014-12-12	-0.011231720230007292
2014-12-15	-0.029912874393905886
2014-12-16	0.024199801388582465
2014-12-17	-0.0053353426398475845
2014-12-18	0.015325655658390724
2014-12-19	-0.0018867636626621609
2014-12-22	0.0059734984551558235
2014-12-23	0.00045103118186728963
2014-12-24	0.0016528443604282295
2014-12-26	-0.002400209161697253
2014-12-29	-0.0018797422440645084
2014-12-30	-0.014576238846320533
2014-12-31	0.0
2015-01-02	0.0
2015-01-05	-0.04903875476080788
2015-01-06	0.0
2015-01-07	0.0
2015-01-08	0.028135079845311495
2015-01-09	0.0
2015-01-12	-0.005082062593992687
2015-01-13	0.0031434153755527383
2015-01-14	0.0
2015-01-15	0.008499766867166025
2015-01-16	0.014487167529839473
2015-01-20	0.0021822053871205505
2015-01-21	-0.0032471632223954883
2015-01-22	0.008738335472022074
2015-01-23	-0.0034194587245982566
2015-01-26	0.023637089212870777
2015-01-27	-0.006741145373848512
2015-01-28	-0.0063369688269481195
2015-01-29	0.017849040481279443
2015-01-30	-0.017536039011089244
2015-02-02	0.023773553236475564
2015-02-03	0.019830450551194145
2015-02-04	-0.019083413759823475
2015-02-05	0.015475316350012092
2015-02-06	-0.02648764718368135
2015-02-09	-0.010436104638155808
2015-02-10	0.009416196127457255
2015-02-11	-0.0054850508699858525
2015-02-12	0.03290439397938205
2015-02-13	0.0007264275305571832
2015-02-17	-0.006424684235136535
2015-02-18	0.0017170528037984134
2015-02-19	0.0014587530294463136
2015-02-20	0.014566698441919712
2015-02-23	-0.004307280567280802
2015-02-24	0.008363386909386206
2015-02-25	0.0020735222480365856
2015-02-26	-0.0067071576198711735
2015-02-27	0.00642916674716143
2015-03-02	0.0038899130179317343
2015-03-03	-0.011731245415972591
2015-03-04	0.0
2015-03-05	0.00035972047324750456
2015-03-06	-0.011506641530723782
2015-03-09	0.00800288523776671
2015-03-10	-0.021652778561703556
2015-03-11	0.011065998904699281
2015-03-12	0.012039398961806613
2015-03-13	-0.0068493343772640936
2015-03-16	0.03085300925621426
2015-03-17	-0.016197151079273886
2015-03-18	0.014674296334115544
2015-03-19	-0.02010580907070414
2015-03-20	0.0313174553772777
2015-03-23	-0.0006980962663167833
2015-03-24	0.003842145077751269
