EXHF.DE,DAX,VECP.L
0.0011436923900016,0.0,0.005626141828894
0.0006527474473123,0.0149863722454968,0.0
0.0022833435127032,-0.0093960173707826,-0.0125722905266497
-0.0005695819879006,0.0293586966485108,-0.000891261701149
-0.0026050122465325,-0.0078982140388218,-0.0110870744621894
0.0018772719820068,0.0190181465532077,0.0048969702356274
-0.0030142789945583,0.0078124301508095,0.001025829677052
0.0013891632795823,-0.0073212782653345,-0.001281046339337
0.0017135787779944,-0.0056398770095221,0.0062852471719323
-0.0016292324385491,0.0030540878966496,-0.0052262083959715
-0.0027741216111568,-0.0047847155914179,0.0078165120860498
0.0031091249355477,0.0367132947289734,-0.000635766697873
0.0004894387335652,0.0037942729845368,0.0040712430157308
-0.0026903784542819,-0.0047879178072908,0.0089964407114246
0.0004904566148589,0.0115631405185387,0.0013813966362636
0.0038401930145191,0.0050062929775114,-0.0036368312427446
0.0004069921171203,-0.0015359342421571,-0.002768956573427
-0.0002441331689639,-0.0026192045341816,0.004291257396001
0.0008951872787295,0.0,0.0085459382654744
-0.0004064999043146,0.0044602064182162,0.0056074386073792
0.0003253694056692,-0.0185500477767203,0.0
0.0030899109045807,0.0024060449665681,-0.0085501219095988
-0.0002431807648221,0.0291826673275359,0.0072490211995321
0.0004053792396092,-0.0057283671823974,0.0055838763877091
0.0001621354587959,-0.0127571800689439,0.0160414043395475
0.000405149284806,0.0005835739515804,-0.0042506496197162
-0.0003239634436733,-0.0309531761161235,0.0101232083507767
-0.0006482605030442,0.0141438664526307,0.0038637973436772
-0.0012973620346536,-0.0080542828668347,0.002525849001856
0.0016238092117399,0.0068376004282242,-0.001319743399704
-0.0005673963951189,0.0076400810380317,-0.0091301600953875
-0.0019465165224961,-0.0080033924132033,-0.0032735725202688
0.002194086444154,0.0288747485012936,-0.0074200294020776
-0.0017838418668354,0.0049525729055099,0.0029411503462912
0.0013808640086305,-0.0049281658050699,0.0006109855082516
-0.0008922827014987,0.0132067561233921,-0.0064720818567238
-0.00105542953114,0.0244399348316055,-0.0035644163391321
0.000975314903195,0.0043737817900606,-0.0022203072141774
-0.0033290325586075,-0.0039588432527165,-0.0014835300715478
-0.0001629054424961,-0.0095389416762198,-0.0066855677674361
-0.0019555568043623,-0.0028089765092259,-0.0062320825013001
-0.0008163807320195,-0.0012072710738418,-0.0041389918118696
0.000245108092544,0.0032232040567967,0.0037782798060213
0.0019605088772574,0.0,-0.0016310822885274
-0.0013859921185731,-0.0087550367601239,0.0070377976717546
0.0027739574784344,-0.0176140366201781,0.0142268741884901
-0.0005695819879006,-0.0164629674364147,0.0024609891214235
0.0013839612781509,-0.0081206143565601,-0.0074874260612696
0.0003251842519524,0.0087718913862975,0.0044521470150158
0.0008126653526292,0.0037267144517398,0.001108056347427
0.0,0.0082508566348153,-0.0055343372494619
0.0004871908879444,-0.0032733192290471,0.0025970700332367
-0.0015421024496232,-0.01412150468193,-0.0056740975231805
0.00138193629474,-0.0081612694351441,-0.0002481611749096
-0.0039776400962174,-0.0079464883007175,-0.0045888023042418
-0.0015484500141582,0.0,-0.0159481528186885
-0.0004897982772178,-0.0137014698566135,-0.0063307163680451
0.0005716594248166,0.0104722772853573,0.0044597153306591
0.0,-0.0042300540060453,0.0017759658302238
0.0010610911391977,0.0182242536303633,-0.0140559781333846
0.0017937319035148,0.0121823947001347,-0.0038531087773704
0.0001627463385645,0.0084085765515378,0.0048994958067838
0.0,-0.002656878546994,-0.0007698894804807
0.0002443096267872,-0.0036885309014325,0.0046225041480181
0.0005699372659024,0.0,0.0150818039032973
0.0007323945620649,0.0,-0.0025182189984032
0.0017888566051675,0.0,0.0119918825246612
-0.0019480346567731,0.0092965790669776,0.0063615086426187
0.0021145261724655,0.0127975665290467,-0.0068170928318963
0.000486914121079,0.0016096180106515,0.0059903079169658
0.0008111492140758,-0.0217355754169805,0.0007442942332152
-8.10058928385482e-05,-0.0366750799728871,0.0060741974003502
-0.0017021891853566,-0.0126193526122244,0.0048053150819473
-0.0008931520548939,-0.0142487014628771,0.004046525926562
0.0010564587581789,0.0065702855467169,-0.002442561736088
-0.0012177425353733,0.0047867977607827,-0.0025709975965726
0.000568964443784,0.0104373850242156,-0.0038050516011894
0.0009748395456499,0.0257597123256123,-0.0235338045333416
0.0004057411286153,0.013287681932151,-0.0018927637334877
