time	EXHF.DE
2008-01-03	0.001349391707454739
2008-01-04	0.003657688474833387
2008-01-07	0.000191850705907326
2008-01-08	-0.002205420988728224
2008-01-09	0.004036188816008313
2008-01-10	-0.0005743222249264823
2008-01-11	0.0003830771521622367
2008-01-14	0.0027761910594392702
2008-01-15	0.0021957361043780654
2008-01-16	0.0031434005630401884
2008-01-17	0.00047481770883139873
2008-01-18	0.0012338387686492425
2008-01-21	0.0038866591185151567
2008-01-22	-0.0055713310555616236
2008-01-23	0.007216808981574729
2008-01-24	-0.0076364434894334865
2008-01-25	0.001615031023135316
2008-01-28	0.0021815740896122815
2008-01-29	-0.002744661229188816
2008-01-30	-0.0007592467397680158
2008-01-31	0.006078444145535711
2008-02-01	0.0009440052282922995
2008-02-04	-0.0009431149228742441
2008-02-05	0.006419336384563046
2008-02-06	-0.0026263838072775325
2008-02-07	0.0033856917535237674
2008-02-08	9.367800737858367e-05
2008-02-11	0.0015933064967406096
2008-02-12	-0.006269353243384956
2008-02-13	0.001412443787093709
2008-02-14	-0.0029148807056088577
2008-02-15	-0.010467753685100445
2008-02-18	-0.003430864474454842
2008-02-19	0.0020082154067659896
2008-02-20	-0.002004190560404462
2008-02-21	-0.0008606324773191565
2008-02-22	0.0010527658635428594
2008-02-25	-0.002868299386818096
2008-02-26	-0.0015342186279102554
2008-02-27	-0.000288089696419247
2008-02-28	0.006051920192574389
2008-02-29	0.00687475955533734
2008-03-03	0.0012328580993350435
2008-03-04	0.000757736594688696
2008-03-05	-0.00520540443587969
2008-03-06	0.0015221770696012271
2008-03-07	-0.00018995576806379866
2008-03-10	0.0055107062332986345
2008-03-11	-0.003496199000097344
2008-03-12	0.001611968238394823
2008-03-13	9.46903009613198e-05
2008-03-14	0.0013252498150067016
2008-03-17	0.0021743558289641918
2008-03-18	-0.004433555430921832
2008-03-19	9.477104551547377e-05
2008-03-20	-0.0001895241296310246
2008-03-25	-0.0075807394259178595
2008-03-26	-0.00047744724677789563
2008-03-27	-0.0007642513452565947
2008-03-28	-0.0004779677159905127
2008-03-31	0.0024867957842835686
2008-04-01	-0.0034347926604072487
2008-04-02	-0.0007658612158676359
2008-04-03	0.0008622816472385608
2008-04-04	0.002201831887319816
2008-04-07	-0.003247721457217967
2008-04-08	-0.0010541505698138387
2008-04-09	0.0005756445627205231
2008-04-10	0.002780376583391808
2008-04-11	0.003728913210619078
2008-04-14	0.0
2008-04-15	-0.0036197834888657132
2008-04-16	-0.0037284837030368
2008-04-17	-0.003454568789121093
2008-04-18	-0.003562784040672895
2008-04-21	0.0019327110722284768
2008-04-22	-0.002700605502244602
2008-04-23	0.0015473503902685426
2008-04-24	-0.0018346351534453964
2008-04-25	0.0007738628183677765
2008-04-28	-0.00019329766704978546
2008-04-29	0.0035773252005251166
2008-04-30	0.0010597360993980232
2008-05-02	-0.004042015047036274
2008-05-05	0.0020291727587924413
2008-05-06	0.0024108004566747443
2008-05-07	-0.0018277519729636982
2008-05-08	0.00549344336053359
2008-05-09	0.0032588549019791913
2008-05-12	-0.0015285758623651002
2008-05-13	-0.00430585176957643
2008-05-14	-0.0035555941367302335
2008-05-15	-0.016009293307205907
2008-05-16	0.002940341618613118
2008-05-19	-0.0019545057564537283
2008-05-20	0.0016646020063821876
2008-05-21	-0.003812310635524785
2008-05-22	-0.0021587794406577876
2008-05-23	0.0018683725779355953
2008-05-26	-0.0013741597312787457
2008-05-27	-0.0008845718476535591
2008-05-28	-0.0018691828682154688
2008-05-29	-0.005223721506794177
2008-05-30	0.0022788403471529772
2008-06-02	0.002372458037577463
