time	VECP.L
2016-02-25	0.005626141828894093
2016-02-26	0.0
2016-02-29	-0.012572290526649765
2016-03-01	-0.0008912617011490598
2016-03-02	-0.011087074462189483
2016-03-03	0.004896970235627407
2016-03-04	0.0010258296770520037
2016-03-07	-0.0012810463393370108
2016-03-08	0.006285247171932351
2016-03-09	-0.005226208395971543
2016-03-10	0.007816512086049832
2016-03-11	-0.0006357666978730192
2016-03-14	0.004071243015730808
2016-03-15	0.008996440711424691
2016-03-16	0.0013813966362636876
2016-03-17	-0.0036368312427446092
2016-03-18	-0.002768956573427017
2016-03-21	0.0042912573960010025
2016-03-22	0.008545938265474451
2016-03-23	0.005607438607379223
2016-03-24	0.0
2016-03-29	-0.008550121909598807
2016-03-30	0.007249021199532191
2016-03-31	0.005583876387709186
2016-04-01	0.016041404339547594
2016-04-04	-0.004250649619716218
2016-04-05	0.010123208350776736
2016-04-06	0.0038637973436772555
2016-04-07	0.0025258490018560398
2016-04-08	-0.0013197433997040875
2016-04-11	-0.009130160095387585
2016-04-12	-0.0032735725202688304
2016-04-13	-0.007420029402077644
2016-04-14	0.002941150346291277
2016-04-15	0.0006109855082516713
2016-04-18	-0.006472081856723877
2016-04-19	-0.0035644163391321815
2016-04-20	-0.0022203072141774305
2016-04-21	-0.0014835300715478894
2016-04-22	-0.006685567767436118
2016-04-25	-0.00623208250130014
2016-04-26	-0.004138991811869608
2016-04-27	0.0037782798060213008
2016-04-28	-0.0016310822885274856
2016-04-29	0.007037797671754609
2016-05-03	0.014226874188490113
2016-05-04	0.0024609891214235624
2016-05-05	-0.00748742606126962
2016-05-06	0.004452147015015839
2016-05-09	0.0011080563474270555
2016-05-10	-0.005534337249461951
2016-05-11	0.002597070033236726
2016-05-12	-0.005674097523180599
2016-05-13	-0.0002481611749096668
2016-05-16	0.0004963508790796212
2016-05-17	-0.004588802304241857
2016-05-18	-0.015948152818688555
2016-05-19	-0.006330716368045164
2016-05-20	0.004459715330659142
2016-05-23	0.00177596583022388
2016-05-24	-0.014055978133384661
2016-05-25	-0.0038531087773704398
2016-05-26	0.004899495806783838
2016-05-27	-0.0007698894804807344
2016-05-31	0.004622504148018125
2016-06-01	0.015081803903297386
2016-06-02	-0.00251821899840321
2016-06-03	0.011991882524661213
2016-06-06	0.006361508642618752
2016-06-07	-0.006817092831896354
2016-06-08	0.005990307916965865
2016-06-09	0.0007442942332152036
2016-06-10	0.006074197400350201
2016-06-13	0.00480531508194737
2016-06-14	0.004046525926562072
2016-06-15	-0.0024425617360880336
2016-06-16	-0.002570997596572644
2016-06-17	-0.003805051601189491
2016-06-20	-0.02353380453334164
2016-06-21	-0.00189276373348779
2016-06-22	-0.001769903822365304
2016-06-23	0.0007598475087311485
2016-06-24	0.05909903817680817
2016-06-27	0.023419751789885535
2016-06-28	-0.002568607317965488
2016-06-29	-0.008545046872595718
2016-06-30	0.0177095638021878
2016-07-01	0.008352682670458078
2016-07-04	-0.002761135168261819
2016-07-05	0.01938163704731166
2016-07-06	0.008148497235510144
2016-07-07	-0.0015716141307894338
2016-07-08	-0.002698510080682559
2016-07-11	-0.0006764099285004876
2016-07-12	-0.01624551501942384
2016-07-13	0.010321118777252947
2016-07-14	-0.00930760169156064
2016-07-15	0.005270383717990823
2016-07-18	-0.00227942732062425
2016-07-19	0.005940103239982619
2016-07-20	-0.0030660532654086525
2016-07-21	-0.0043284798889978715
2016-07-22	0.008809021974680364
2016-07-25	-0.0019278540299044744
2016-07-26	-0.00011364772170996407
2016-07-27	0.00204545801336109
2016-07-28	0.007031103928740068
2016-07-29	-0.0018018429798489777
2016-08-01	0.005415200363704464
2016-08-02	-0.006395867114648124
2016-08-03	-0.005533658681837084
2016-08-04	0.013399958413474078
2016-08-05	-0.0006723168985878214
2016-08-08	0.0024669345139076704
2016-08-09	0.006935068306548331
2016-08-10	0.006443033244651453
2016-08-11	0.0032008931612750313
2016-08-12	0.003410689412206791
2016-08-15	0.004934260884812414
2016-08-16	-0.0033824897198800885
2016-08-17	-0.0009852894843317417
2016-08-18	-0.00515069830907533
2016-08-19	0.003965637973038394
2016-08-22	-0.0035110785271802447
2016-08-23	-0.0035234496355371903
2016-08-24	-0.009723726557104628
2016-08-25	0.0039053611179948877
2016-08-26	0.00033343090907922424
2016-08-30	-0.002777777777777768
2016-08-31	-0.0028969597351584664
2016-09-01	-0.009051263581733582
2016-09-02	-0.004397828014279681
2016-09-05	-0.0003397755010284831
2016-09-06	-0.0006798684175836067
2016-09-07	0.0075964378857407144
2016-09-08	0.003150655684070358
2016-09-09	-0.0031407602299995396
2016-09-12	-0.005288637404944896
2016-09-13	0.010746571627197055
2016-09-14	0.001231120450252865
2016-09-15	-0.0048066209431743
2016-09-16	0.003257339318247565
2016-09-19	0.002686944296792726
2016-09-20	0.006476126025742879
2016-09-21	-0.0027734635199998525
2016-09-22	0.00022254169091961984
2016-09-23	0.00978753439634028
2016-09-26	0.0037448654528262626
2016-09-27	-0.006803414198108593
2016-09-28	-0.0011048334080313582
2016-09-29	0.003760605288340546
2016-09-30	-0.003085385997761758
2016-10-03	0.01171656399128218
2016-10-04	0.001966571698638564
2016-10-05	0.000654209564853403
2016-10-06	0.00523050424421978
2016-10-07	0.01691054264058267
2016-10-10	0.0005330247634489638
2016-10-11	0.006605612002453576
2016-10-12	-0.0046570959544103285
2016-10-13	0.002977443391864565
2016-10-14	-0.0032866577565390243
2016-10-17	0.0007445983749982954
2016-10-18	-0.010310386924152204
2016-10-19	0.0006443728729508269
2016-10-20	0.001180644118422114
2016-10-21	-0.003108929238019087
2016-10-24	0.0008603272705940412
2016-10-25	0.004190387782607052
2016-10-26	-0.0068478428837772665
2016-10-27	0.0022624335828818065
2016-10-28	0.003977241227959283
2016-10-31	-0.002462562667837509
2016-11-01	0.0060105742083715885
2016-11-02	0.0014936454137881583
2016-11-03	-0.013848972128693626
2016-11-04	-0.003348790748792463
2016-11-07	0.0009754642944592717
2016-11-08	0.0008662894680728783
2016-11-09	-0.017094036847755123
2016-11-10	-0.012878351002709065
2016-11-11	-0.008697577794854916
2016-11-14	-0.003936990642449123
2016-11-15	0.00485601683067638
2016-11-16	-0.008541268909395328
2016-11-17	-0.0036272918884195926
2016-11-18	0.002957930963788602
2016-11-21	-0.009981906150835607
2016-11-22	0.006874409744646037
2016-11-23	-0.008192917772088193
2016-11-24	0.0011472977273929708
2016-11-25	0.002521214936021421
2016-11-28	0.003657975337730157
2016-11-29	-0.005580927974173422
2016-11-30	-0.005154013982650696
2016-12-01	-0.003914390569836557
2016-12-02	-0.002311569070757913
2016-12-05	0.00023165712624084733
2016-12-06	-0.0012739516518691651
2016-12-07	0.011828790483102702
2016-12-08	-0.008252162988001466
2016-12-09	-0.006818402244468613
2016-12-12	-0.0034908429513060835
2016-12-13	0.005371311160101033
2016-12-14	0.0013937601476043948
2016-12-15	-0.0031315735170287518
2016-12-16	0.0019779616564992164
2016-12-19	0.006502526018741683
2016-12-20	-0.0023073021174210284
2016-12-21	0.0050878214030092295
2016-12-22	0.007823289455828997
2016-12-23	0.0030822406068957697
2016-12-28	-0.00034148637479780586
2016-12-29	0.00842447090181464
2016-12-30	-0.0005644959440527231
2017-01-03	-0.010278956797270977
2017-01-04	0.0030814498356876996
2017-01-05	-0.0002275189806038025
2017-01-06	0.004210710203965462
2017-01-09	0.01359932691169563
2017-01-10	0.0008943895290316473
2017-01-11	-0.002345834364918087
2017-01-12	0.0067182411814754595
2017-01-13	-0.0024469048130607574
2017-01-16	0.009588589440761686
2017-01-17	-0.015350627750436607
2017-01-18	0.000560738226893287
2017-01-19	-0.006165176863666244
2017-01-20	0.001466244620442314
2017-01-23	-0.004617678318298957
2017-01-24	-0.0019234914486121468
2017-01-25	-0.010769719511417808
2017-01-26	-0.005042429872042842
2017-01-27	0.006565304040863751
2017-01-30	0.0019452817271154998
2017-01-31	0.005253530119902372
2017-02-01	-0.00954324437544496
2017-02-02	0.015026354140950549
2017-02-03	0.0020341316478829086
2017-02-06	0.0013533635847537973
2017-02-07	-0.008221684304611121
2017-02-08	-0.0010219888756043405
