IBND,URTH,1677.T
-0.0041467644827231,0.0,0.0012836970474967
0.003203087241163,0.0,0.0
0.0083014122418654,0.0,0.0038659793814432
0.003799899921574,0.0294234505901518,0.006418485237484
0.0,0.0,-0.0038265306122449
0.0091482334763142,0.0,0.0038412291933418
-0.000312604843807,-0.0025105688776096,0.0012755102040815
0.0125078652784413,0.0,0.0050955414012738
0.0043236375858646,0.0,0.0050697084917616
-0.0043050242213331,0.0,0.0
0.0080295958294216,0.0,0.0012610340479193
-0.0003063211311326,0.0,-0.0037783375314861
0.0042905113412712,0.0253629723115764,-0.0012642225031606
-0.0009154342043888,0.0,0.0025316455696202
0.0015271604916695,0.0115181386120983,0.0
-0.0006099559989399,0.0,0.0037878787878788
0.0076289287918143,0.0,0.0
0.0009085032974256,0.0,0.0037735849056603
-0.0009076786683624,0.0,0.0025062656641603
-0.0060569582121986,0.0,0.0024999999999999
0.0042656730941565,0.0,0.0037406483790523
-0.007281488787498,0.0,-0.0024844720496894
-0.0006112609112929,0.0,0.0099626400996264
0.0009173938408855,0.0,-0.0024660912453761
0.0021387013688738,0.0,0.0086526576019776
0.0082317214647553,0.0266940510233741,0.002433090024331
-0.0003023381199114,0.0,0.0036407766990291
0.0072594632123466,0.0,0.0024183796856105
0.008708736401549,0.0,0.008443908323281
-0.0011908578548863,0.0,0.0047846889952152
0.0074515649980653,0.0,0.0023809523809523
-0.0091715256092032,0.0,-0.002375296912114
-0.000298660368145,0.0,-0.0011904761904761
-0.0050776036818893,-0.0094545537775213,0.0083432657926103
0.0021014617813959,0.0,0.0023640661938533
-0.0077891590147018,0.0,0.0
0.0057367888748127,0.0,-0.0106132075471697
0.0084058471255838,-0.0075256947660994,0.0035756853396902
-0.011312922488509,0.003698922952992,0.009501187648456
0.0066245476292707,0.0,0.0011764705882353
-0.0047861156431798,0.0,0.0023501762632196
-0.0099189007067681,0.0086604241153251,0.0023446658851113
0.0066788472943268,0.0,0.0023391812865496
0.0042219357748085,0.0,0.0
0.004804800332669,0.0,-0.0011668611435239
-0.0011958419914794,0.0,0.0046728971962617
0.000897898217117,0.0,-0.0023255813953488
0.0065789841428822,0.0,-0.0069930069930069
0.0080214040103279,0.0,0.0046948356807512
-0.0011789247028459,0.01698933982394,0.0011682242990653
0.0005901581033895,-0.0104185025226202,0.0035005834305716
-0.0002948487637332,-0.0058086711551622,0.0
0.0017698394068788,0.0038341990636754,-0.0069767441860465
-0.0044168938523388,0.0,0.009367681498829
-0.0041408813563759,0.0,-0.0139211136890951
-0.0026728940536038,0.0,0.0047058823529411
-0.00923172591981,-0.0132775472592634,-0.0046838407494145
0.0021039883937807,-0.0081105737642208,-0.0082742316784869
0.0005998937514137,-0.0156104837604562,-0.00238379022646
0.0,0.0092504786195477,-0.008363201911589
0.0038969144405498,0.0155256611535512,0.0060240963855422
-0.0074649145258401,0.0,0.0035928143712575
0.0060167550584615,-0.0147356644606675,-0.0071599045346062
-0.0023922852763973,0.0201906521306427,0.0009855769230768
-0.0008992439672668,0.0,0.0062198314161523
0.0027001600043949,0.0,0.0047732696897375
0.0050868340202527,0.0,-0.001187648456057
-0.0029770310707601,0.0,0.0011890606420927
0.0014929601240567,0.0,-0.002375296912114
0.0026833676246629,0.0,0.0011904761904761
0.0008920243337522,0.0,0.0011890606420927
0.0038621826709612,0.0115448244756906,0.0011876484560569
0.0011827591924391,0.0030796769310816,-0.0154211150652431
-0.0056114128169318,-0.0095719485194296,0.0108433734939759
-0.0023780623605492,-0.0209701225871465,-0.0107270560190703
-0.0020858072693622,0.0,-0.0012048192771084
-0.0062706147699284,-0.0184391486141152,-0.0012062726176115
0.0015024956007185,0.0,-0.0048309178743961
-0.0021003152017909,0.0,0.0
-0.006614474356826,-0.0140417773767318,-0.0036407766990291
-0.0099879486050377,0.0,-0.0012180267965895
-0.0012228956480262,0.0,0.0060975609756097
-0.0039791019499211,-0.0207851815894307,-0.0036363636363636
0.0012292844007959,-0.008647846544209,-0.0121654501216544
0.0,0.0,0.0
-0.0058318732574514,0.0,0.0061576354679802
-0.0003086854498799,-0.0055511258310901,-0.0036719706242349
-0.0052502155044701,0.0,0.0098280098280099
-0.0037255180160068,0.0,-0.0048661800486617
0.0003115712522798,0.0,0.0061804697156984
-0.0127725221044485,0.0111643017343412,-0.0061425061425061
-0.0031555815646722,-0.0045346911810097,-0.007416563658838
0.0063311415629438,0.0,0.0012453300124533
0.0084932510219524,0.0,-0.0049751243781094
-0.0046787747802117,-0.0229748427183521,0.0012499999999999
0.0056408745232374,0.0208797636542648,0.0062421972534332
0.0034278781498444,0.0,0.0086848635235732
-0.0074534680987655,0.0,-0.007380073800738
