type,parameter,value,Time,Simulated Stock Prices
Stock,initial_value,81.7699966430664,,
Stock,drift,3.4449730361652675e-05,,
Stock,volatility,0.0043761603185689,,
Stock,time_horizon,1.0,,
Stock,steps,252.0,,
,,,0.0,81.7699966430664
,,,0.0039682539682539,81.81040679670836
,,,0.0079365079365079,81.81410700479009
,,,0.0119047619047619,81.78571144687203
,,,0.0158730158730158,81.77576119627375
,,,0.0198412698412698,81.79250315408285
,,,0.0238095238095238,81.76183418253838
,,,0.0277777777777777,81.77860228699053
,,,0.0317460317460317,81.78372660814837
,,,0.0357142857142857,81.78723505769999
,,,0.0396825396825396,81.77898212772513
,,,0.0436507936507936,81.77851684267482
,,,0.0476190476190476,81.77102117775402
,,,0.0515873015873015,81.77820320518549
,,,0.0555555555555555,81.78725342786505
,,,0.0595238095238095,81.78865644704035
,,,0.0634920634920634,81.7826053048932
,,,0.0674603174603174,81.73572610434623
,,,0.0714285714285714,81.74840641761399
,,,0.0753968253968253,81.72360012252713
,,,0.0793650793650793,81.68387612032718
,,,0.0833333333333333,81.71040782562585
,,,0.0873015873015873,81.69816297322093
,,,0.0912698412698412,81.69650959509671
,,,0.0952380952380952,81.66348451446153
,,,0.0992063492063492,81.68411188773234
,,,0.1031746031746031,81.66808837931437
,,,0.1071428571428571,81.67027242804566
,,,0.1111111111111111,81.67673311785332
,,,0.115079365079365,81.6317703562957
,,,0.119047619047619,81.66669226196694
,,,0.123015873015873,81.6640790993686
,,,0.1269841269841269,81.66478598670612
,,,0.1309523809523809,81.67242583549523
,,,0.1349206349206349,81.67936283029233
,,,0.1388888888888889,81.6996602496434
,,,0.1428571428571428,81.6778705273935
,,,0.1468253968253968,81.71571816393985
,,,0.1507936507936507,81.71115285354514
,,,0.1547619047619047,81.71988570800286
,,,0.1587301587301587,81.70655430067757
,,,0.1626984126984126,81.71803450746862
,,,0.1666666666666666,81.69926018070517
,,,0.1706349206349206,81.7046920365006
,,,0.1746031746031746,81.69865870016379
,,,0.1785714285714285,81.68197850258424
,,,0.1825396825396825,81.65842817468176
,,,0.1865079365079365,81.69791666714154
,,,0.1904761904761904,81.6714302258104
,,,0.1944444444444444,81.67347775585303
,,,0.1984126984126984,81.67761234302701
,,,0.2023809523809523,81.71568995031463
,,,0.2063492063492063,81.70103950124515
,,,0.2103174603174603,81.72533520232003
,,,0.2142857142857142,81.71431747458062
,,,0.2182539682539682,81.699584321254
,,,0.2222222222222222,81.70011006113401
,,,0.2261904761904761,81.71351942898997
,,,0.2301587301587301,81.72218890685647
,,,0.2341269841269841,81.72799291925192
,,,0.238095238095238,81.77649235032753
,,,0.242063492063492,81.74955036203532
,,,0.246031746031746,81.74463467992622
,,,0.25,81.73832795439483
,,,0.2539682539682539,81.78229879187406
,,,0.2579365079365079,81.80615987617782
,,,0.2619047619047618,81.81336589603538
,,,0.2658730158730158,81.81064533906488
,,,0.2698412698412698,81.78564861727223
